,userid,name,description,url,user_domain,weihao,gender,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,ucreate_at,allow_all_act_msg,geo_enabled,verified,allow_all_comment,verified_reason,credibility1,credibility,credibility3
312,1761066921,約書亞chrome,,,joshuaxjw,,m,801,329,1533,9400,107,Tue Jun 22 14:42:23 +0800 2010,1,0,0,1,,2,2,2
313,1761627240,wangbaoheng,let it go,,angelyumiko,317180666,m,288,111,378,857,59,Sun Jun 13 19:07:46 +0800 2010,0,1,0,1,,0,1,2
314,1761916630,ttcui,,,,,m,768,162,874,3717,485,Mon Jun 14 13:14:17 +0800 2010,0,1,0,1,,1,1,2
315,1762387094,Duck_Nuts,篮球迷五迷v迷！,,,,m,57,15,225,83,1,Thu Jul 21 15:39:50 +0800 2011,0,1,0,1,,1,2,2
316,1763362173,网站分析公会,网站分析领域最大自媒体微信公众号，超过40万的网站运营从业者关注，我们会为您提供专业的网站分析、商业案例、数据解读、职场心得等内容，帮助更多的互联网从业者获得资讯和知识！,http://idiaa.org,walib,,m,461534,1222,1480,14245,1522,Sat Jun 26 22:06:35 +0800 2010,1,1,1,1,网站分析公会官方微博,0,0,0
317,1763807091,Little_莫,则为你如花美眷，似水流年,,yellowrice,,m,255,112,258,6206,363,Mon Jun 28 00:43:16 +0800 2010,0,1,0,1,,1,2,2
318,1766515560,隆戈,,,,,m,336,64,584,5576,91,Fri Jun 25 20:54:40 +0800 2010,0,1,0,1,,2,2,2
319,1767006990,qiangwei89757,不作死就不会死,,,,f,964,181,998,16094,4,Sat Jun 26 21:01:38 +0800 2010,0,1,0,1,,2,2,2
320,1767463471,郝八荣太饿KGB,著名虚货，帝都美食初级寻觅者,http://blog.sina.com.cn/u/1767463471,,,m,1130,866,2573,14778,4756,Sun Jul 04 00:03:23 +0800 2010,0,0,0,0,,1,2,1
321,1768354461,Hayeking,从事制度经济学和演化经济学研究,http://blog.sina.com.cn/liuyejins,liuyejin,,m,73047,271,559,7434,8,Mon Jul 05 13:16:33 +0800 2010,0,1,1,1,首都经济贸易大学副教授，九鼎公共事务研究所研究员刘业进,0,0,0
322,1768685651,柠檬CCCl,发自内心 倔强,,,,m,24,5,55,63,3,Fri Apr 19 20:07:01 +0800 2013,0,1,0,1,,1,2,3
323,1768696093,肥蚊飞上屋顶大喝一声,跪求中二毕业,http://blog.163.com/viana_l/,okita1842,,f,618,200,392,17160,368,Mon Jul 05 21:46:33 +0800 2010,0,0,0,1,,0,1,1
324,1769469393,亟兮般若,资本市场中一个算卦的！擅长算准卦！ji xi bo re .急切地希望得到大智慧，唯一路径就是多学习，多请教。望 务烦！ 投资、公益是俺的爱好。,http://blog.sina.com.cn/jianbaboke,gahuxiao,,m,98946,218,415,15688,171,Thu Jun 16 16:15:48 +0800 2011,0,1,1,1,四川广安金保资产管理有限公司  总经理,0,0,0
325,1769985770,CC罩,万山不许一溪奔、拦得溪声日夜喧。到得前头山脚尽，堂堂溪水出前村。,,,,m,1682,729,2000,6265,846,Wed Jul 14 02:51:12 +0800 2010,0,1,0,1,,1,2,2
326,1770890645,梦萦京城,渴望闲暇，享受美好生活,,,,m,1636,82,505,17078,112,Fri Jul 09 07:26:07 +0800 2010,0,0,0,1,,0,2,2
327,1771254755,无神论者101,【切】,,,,m,113,7,155,3142,30,Fri Jul 09 16:20:53 +0800 2010,0,1,0,1,,3,2,3
328,1771432757,宇相遇,看...你还是那么桀骜不驯.,,,,m,371,176,246,636,23,Fri Jul 09 13:46:08 +0800 2010,0,1,0,1,,1,2,2
329,1771928635,杜__旭,Everything that has a beginning has an end,http://blog.sina.com.cn/duxuharry,duxuharry,819724917,m,299,114,272,4521,552,Sat Jul 10 15:28:20 +0800 2010,0,1,0,1,,0,1,1
330,1772919553,素雯是个好姑娘v,,http://blog.sina.com.cn/wen940521,,,f,190,37,160,1735,111,Sat Jul 17 16:11:16 +0800 2010,0,1,0,1,,1,1,1
331,1773057375,小幸哥,善待自己,http://www.mafengwo.cn/u/348377.html,,,m,293,151,340,3851,0,Mon Jul 12 03:32:01 +0800 2010,0,0,0,1,,2,1,1
332,1773109194,你笑眼似弯刀,我在那年初春望见你的笑容和眼泪，然后遇见误终身。。。。。。,,,279900515,f,139,12,57,692,3982,Thu Jul 29 12:57:24 +0800 2010,0,1,0,1,,2,2,2
333,1773731664,Steven_Zoe,风从北吹，身向西倾。,,,,m,20,0,32,277,18,Thu Jul 29 22:53:46 +0800 2010,0,1,0,1,,3,3,3
334,1774341723,半成功的男人,胸怀天下，普渡众生！,,,,m,303,132,599,1585,8,Tue Jul 13 23:13:15 +0800 2010,0,1,0,1,,1,2,2
335,1774800467,投资界微博,●投资界网站（pedaily.cn）采编团队致力于为业界人士提供最及时、准确、深入的市场报道，并整合清科集团十余年的行业研究资源，倾力打造具备丰富数据及深入分析的专业化网站。 ⊿【人物专访】http://people.pedaily.cn/List-c20/  ⊿【热点专题】http://news.pedaily.cn/zt/  ⊿【专家专栏】http://people.pedaily.cn/List-c19/  ⊿【手机应用下载】http://app.pedaily.cn/  ⊿【投资界学堂】http://pe.pedaily.cn/List-c3330/,http://www.pedaily.cn/,pedaily,,m,423397,944,1466,52574,169,Wed Jul 14 09:59:15 +0800 2010,0,1,1,1,投资界官方微博,0,0,0
336,1779136307,夏筱xiao,,,,,f,187,88,186,212,2,Mon Jul 19 17:33:08 +0800 2010,0,1,0,0,,1,2,2
337,1782176870,thph小屋,,,,,m,45,1,79,154,7,Tue Dec 28 23:03:07 +0800 2010,0,1,0,1,,3,2,3
338,1782480265,广州仔YUYU,,,,,m,146,33,94,778,86,Fri Jul 23 13:11:26 +0800 2010,0,1,0,1,,1,2,2
339,1783144054,苏子恪,辛苦不算丑,,,,m,88,62,281,1641,1,Fri Oct 01 06:55:08 +0800 2010,0,1,0,1,,2,2,2
340,1783863027,石头之三亿五,养个小孩不容易,,crazystoneslife,,m,514,55,647,4445,74,Sun Jul 25 14:17:55 +0800 2010,1,1,0,1,,0,2,2
341,1783924182,zbenrey,,,,,m,182,16,1040,3,4,Sun Aug 01 21:47:36 +0800 2010,0,0,0,1,,3,3,3
342,1789603167,青年天津,哈工大普通一校友 中北镇党委副书记,,zhongbunet,,m,241,29,1926,2515,17,Sat Aug 07 23:31:49 +0800 2010,1,1,0,1,,1,2,2
343,1790544993,愤怒的璀璨,,,liusinian,,m,66,42,218,68,13,Mon Aug 09 13:06:14 +0800 2010,0,1,0,1,,1,3,2
344,1790592901,我们本质上都是会孤独一生的人,人哪，要么往高处爬，要么往低处滚,,,,m,129,55,70,554,13,Mon Aug 09 14:37:01 +0800 2010,1,1,0,1,,0,2,2
345,1790840195,卧龙山山民,今夕是何年？,,liujiang01,,m,365,24,168,4974,8,Mon Aug 09 20:39:26 +0800 2010,1,1,0,1,,0,1,2
346,1791504221,猪头世,无，谢谢！,http://blog.sina.com.cn/u/1791504221,wsxalan,,m,598,154,806,3906,231,Tue Aug 10 20:25:26 +0800 2010,0,1,0,1,,1,2,1
347,1792445973,ASD_萧逸,from zero to hero ~！,,,,m,423,17,85,3235,3734,Thu Aug 12 11:23:07 +0800 2010,0,1,0,1,,1,2,2
348,1792907782,明天想去外太空,就算你在大雾里开着摩托车飞驰找死，总有光芒将你引导到清澈的地方。,,,,f,163,58,586,229,719,Mon Oct 04 17:29:15 +0800 2010,0,0,0,0,,3,3,2
349,1794591927,督爷-,神爱世人，甚至将祂的独生子赐给他们。叫一切信祂的，不至灭亡，反得永生。约翰福音3：16,,fucktforfreedom,,m,945,138,390,5770,33,Sat Aug 14 18:34:43 +0800 2010,0,1,0,0,,0,2,2
350,1796469860,阿拉江湖百晓生,近期顺便收了一个徒弟。他叫:迷失的小王子2014，他还没出师，只会胡猜，这一切都是为师的错,,wojibuzhu,,m,136,16,132,3982,120,Fri Aug 20 13:59:04 +0800 2010,0,0,0,0,,3,2,2
351,1796774655,迎面吹来凉爽的我,音乐微信号：Timesmusic。所有音乐都在这里。,,,,m,686,83,186,1493,10,Fri Apr 01 23:43:16 +0800 2011,0,1,0,1,,0,1,2
352,1797841182,早起的鸟儿有虫吃_,成长&进步,http://blog.sina.com.cn/u/1797841182,selitao,,m,59,11,91,572,51,Sun Aug 22 09:33:41 +0800 2010,0,1,0,1,,1,2,1
353,1799504537,AALyon,酒精过敏的凉,,,,m,9,8,191,21,1,Sat Aug 21 11:09:36 +0800 2010,0,1,0,1,,2,3,3
354,1799615670,南昌广告标牌,广告设计、标牌制作、商业摄影,http://www.signtu.cn/jp,joeocn,,m,206,19,181,37,0,Tue Aug 24 09:38:15 +0800 2010,1,1,0,1,,2,2,1
355,1799984651,张丹_CIS,140个字改变了信息的传递，1次点击使你我联系在一起，爱生活爱互联网，致力于互联网舆情分析系统！,,zhangdan1985,,m,498,141,720,1375,394,Sat Aug 21 21:38:51 +0800 2010,0,1,0,1,,1,2,2
356,1800028194,sunshineYouth,,,,,m,320,97,399,5307,7,Wed Sep 22 17:55:42 +0800 2010,0,1,0,1,,2,2,2
357,1800272304,萱晓萱麻麻,一辈子只穿一件婚纱~~~,,,,f,148,21,132,539,4,Fri Nov 04 11:40:53 +0800 2011,0,1,0,0,,1,2,2
358,1801549785,泡沫之夏2293,很简单也很聪明，不孤独却也最孤独。,,,,f,694,87,754,11052,31,Tue Aug 24 11:37:02 +0800 2010,0,0,0,1,,0,2,2
359,1801993497,万年海天,All You Need is Love,,laseren,,m,72,16,108,169,210,Tue Aug 24 22:21:11 +0800 2010,0,1,0,1,,3,2,2
360,1802191362,原谅我不会说谎,把快乐用微博传递给每一个关注我和我关注的朋友，一起分享属于大家的快乐。,http://blog.sina.com.cn/ljl888315,,,m,731,57,550,9216,49,Sun Sep 26 20:13:40 +0800 2010,0,1,0,1,,0,1,1
361,1802201027,_NewFresh,お前じゃない,,jrrrrrhea,,m,60,10,70,27,0,Wed Aug 25 10:19:33 +0800 2010,0,0,0,1,,2,3,2
362,1802231543,-Lucy-,,,rong111,,f,191,90,197,1008,112,Wed Aug 25 10:52:06 +0800 2010,0,1,0,1,,1,2,2
363,1802374355,cj-菜头,潜心 幸运,,caijiancaijian,,f,690,123,397,4289,281,Wed Aug 25 14:03:34 +0800 2010,0,1,0,1,,0,1,2
364,1802896464,牧羊北海北,闲来无事刷微博，闷时微博乱涂鸦,http://qing.blog.sina.com.cn/1802896464,lewsinjun,,m,678,251,1460,9021,2090,Mon Sep 27 09:08:52 +0800 2010,0,1,0,1,,1,2,1
365,1803904730,_人一样的猪,没人会等你的，傻逼，张学凡,,,,m,106,15,77,490,108,Mon Aug 30 22:57:41 +0800 2010,0,1,0,1,,2,2,2
366,1807097681,-王大星-,做什么样的人要低调，做什么样的事要高调，怎样才能有礼貌！,http://blog.sina.com.cn/u/1807097681,homelessstar,,m,118,86,276,13,0,Wed Sep 01 09:53:34 +0800 2010,0,0,0,0,,1,3,1
367,1807765211,我们的熊宝宝,,,,,m,21,0,206,742,24,Wed Sep 01 23:28:44 +0800 2010,0,0,0,0,,3,3,3
368,1808671504,laladui_2008,卖苦力的,,laladui,,m,126,65,151,86,13,Tue Apr 19 10:01:39 +0800 2011,0,1,0,1,,1,3,2
369,1808989194,蜀溪春,幽默是面对人生不完美的最佳办法。,,,,m,712,17,82,2056,115,Thu Sep 09 17:26:48 +0800 2010,0,0,0,1,,0,1,2
370,1811851731,张开磊,我荒废的今日，正是昨日殒身之人祈求的明日。,,laserstone,,m,16854,804,1856,28748,52,Sun Sep 05 12:26:58 +0800 2010,0,1,1,1,Value Chain Consulting（威尔谦咨询） 总经理,0,1,0
371,1813699217,绿色的煎茶盒子,下雨天我在沙发上躺着玩手机吃提子开着电视没错我现在是一个胖子?,,yangtitiecho,,f,410,117,518,1444,10,Tue Sep 07 13:25:48 +0800 2010,0,1,0,1,,1,2,2
372,1816089592,张差不多,有些路是要一个人走的，没人会等你，没人会理你。,,,,m,31,13,58,21,2,Wed Sep 15 14:27:23 +0800 2010,0,1,0,1,,1,3,2
373,1822495541,百里巫贤,爱郁粥 御玖,,zopmop,,m,425,102,229,1924,30,Wed Sep 22 10:04:31 +0800 2010,0,0,0,1,,1,1,2
374,1822774327,大梦无痕新家,平凡世界，金色华年,,,,m,392,150,586,1466,29,Wed Nov 10 21:40:24 +0800 2010,0,1,0,1,,1,2,2
375,1825001923,Formax-David,我就是我，颜色不一样的水果。,,,315888520,m,861,136,193,312,22,Mon Oct 11 14:53:45 +0800 2010,0,1,1,0,FORMAX（福亿）集团投资顾问,0,2,0
376,1825994974,投资者大旗,私募基金投资总监,,,,m,5638,4,56,4114,6,Mon Oct 17 15:41:21 +0800 2011,0,0,0,0,,0,2,2
377,1826197510,李树李,,,lj929,307227191,m,676,218,256,3193,299,Thu Sep 23 00:16:06 +0800 2010,0,1,1,1,IBM全球执行服务中心（GDC）深圳 UNIX/Linux系统维护工程师,1,1,0
378,1826462702,单眼看微博,阳光证明这并不是一场梦！,,,,m,32,2,78,849,13,Thu Sep 23 13:29:21 +0800 2010,0,1,0,1,,3,2,3
379,1826523787,小编妹妹,Life is what you fight for!,http://blog.sina.com.cn/Alcina2012,,,f,118,18,154,242,330,Wed Oct 06 14:00:16 +0800 2010,0,1,0,1,,1,2,1
380,1827620750,支乙丁,,http://blog.sina.com.cn/000zyj,000n,335718000,m,1083,12,399,2323,4,Fri Sep 24 21:24:52 +0800 2010,0,0,0,1,,0,1,1
381,1827652980,无小双_pp,如果，你就是那一杯竹叶青。,,wuxiaoshuang2010,,f,535,91,389,3093,173,Fri Sep 24 22:39:04 +0800 2010,0,1,0,0,,1,2,2
382,1829052867,马嚼头,百无一用是书生。,,majiaotou,,f,332,72,597,4706,92,Fri Dec 10 09:35:44 +0800 2010,0,1,0,0,,2,2,2
383,1829718085,_农家小炒肉_,,,,,m,109,42,139,1388,13,Sat Sep 24 15:01:07 +0800 2011,0,1,0,1,,1,2,2
384,1830225035,拴牛小哥,一个有为青年，一个忧国忧民的普通人，一个爱家的男人,,xiaoqiangandxiaonan,,m,252,69,172,1824,356,Fri Oct 15 13:05:06 +0800 2010,0,1,0,0,,1,2,2
385,1832207852,泪奔的BANANA,自我毁灭的民族一员,,,,m,152,19,1164,2814,104,Mon Sep 27 23:40:34 +0800 2010,0,1,0,0,,2,3,2
386,1832643557,傻X250,2货有2货的苦恼，傻逼有傻逼的不如意,,,,m,88,26,153,879,2,Mon Oct 18 11:13:14 +0800 2010,0,0,0,1,,1,3,2
387,1832915275,死鬼醒醒,冷漠，是伤人最利的刀…,,,,m,640,18,121,8378,8,Mon Oct 18 16:32:33 +0800 2010,1,0,0,1,,0,1,2
388,1836063304,dingding0000,,,,,m,13,14,1883,2,34,Sun Jan 23 01:13:31 +0800 2011,0,1,0,0,,3,3,3
389,1836219220,看白云散步,坚守二字，无限甘苦。,,,,m,270,27,96,1888,854,Thu Sep 30 14:21:15 +0800 2010,0,1,0,0,,0,2,2
390,1836573720,The休止符,【爱你是最美的伤口，我的成就，我的所有。】,,,,m,151,41,72,1122,1,Thu Sep 30 18:06:03 +0800 2010,0,1,0,1,,1,2,2
391,1838073200,_殷姗姗,总是有点小情绪，偶尔发点小神经、虽然有点小脾气、却是快乐小二逼。,http://blog.sina.com.cn/u/1838073200,shiny217,,f,806,167,504,1975,1787,Tue Nov 02 10:35:41 +0800 2010,0,1,0,0,,1,2,1
392,1842182751,迷蜜密,,,,,m,53,14,446,4038,15,Sat Oct 30 08:56:52 +0800 2010,0,1,0,1,,2,2,2
393,1842751187,雪刀ing,。。。,,mcding,,m,217,55,516,668,325,Sun Oct 31 00:18:36 +0800 2010,0,1,0,1,,2,2,2
394,1843150234,嗡嘛呢唄咩吽,【諸法空相，一念放下，萬般自在】身不淨、領受苦、心無常、法無我,http://tw.myblog.yahoo.com/wu591031,,,m,208,6,115,420,80,Tue Oct 05 23:03:40 +0800 2010,0,1,0,1,,1,2,1
395,1846876387,Monkey_D_Fion,勿忘初心，方得始终。,,fion19900428,,f,627,207,617,16968,1434,Thu Nov 04 10:47:51 +0800 2010,0,1,0,0,,2,2,2
396,1847527251,桃纸兔_酸奶大爷赛高,勿忘初心，加油,,,,f,480,95,222,5779,65,Thu Nov 04 20:33:48 +0800 2010,0,1,0,1,,1,1,2
397,1848265485,为毛天天肚子饿,本人微博言论仅代笔个人，与供职单位无关,,xmxieshan,,f,209,53,742,1709,90,Fri Nov 05 14:46:33 +0800 2010,1,1,0,1,,1,2,2
398,1848276020,陈慈航Jasmine,暗落落做事会上瘾,http://blog.sina.com.cn/u/1848276020,cchjasmine,206767561,f,651,186,303,2062,47,Sun Oct 10 18:41:42 +0800 2010,0,1,0,1,,0,1,1
399,1849252491,新时代视野,放眼全球，看今日中国,,huli5566,,f,106,10,159,1126,13,Sat Nov 06 12:47:07 +0800 2010,0,1,0,1,,3,3,2
400,1849908320,杨伟杰o,寒蟬，冬月 walk into the sunset with my bb,,,,m,345,146,308,262,541,Tue Oct 12 00:03:47 +0800 2010,0,1,0,0,,1,2,2
401,1851518801,大漠卧雪,中国制造,,,,m,466,129,324,27,167,Sat Feb 12 13:32:56 +0800 2011,1,0,0,1,,1,2,2
402,1852680115,域名特卖网,域名特卖: www.yumingtemai.com QQ: 765060698 www.jinpinpai.com,http://www.yumingtemai.com,jinpinpai,238071232,m,616,319,905,1929,2,Tue Nov 09 15:37:08 +0800 2010,0,1,0,1,,2,2,1
403,1854805035,逝去的青春851223,,,,,m,50,8,292,1151,125,Thu Nov 11 15:15:52 +0800 2010,0,1,0,0,,3,3,3
404,1856100737,小艾九九,天下无敌小牛牛。。。,,,,f,408,17,708,2777,160,Wed Mar 23 02:01:05 +0800 2011,0,0,0,0,,3,3,2
405,1859090320,flui是条小锦鲤,,,flui,,m,330,169,290,249,3,Wed Oct 20 20:13:01 +0800 2010,0,1,0,1,,1,2,2
406,1863599464,江南-无花,生命，不是躯体，而是心性,,,,m,813,181,692,11921,1458,Thu Oct 28 20:24:49 +0800 2010,0,1,0,1,,1,2,2
407,1863742837,我是王闹儿,累,,longdidong,,f,310,193,417,1671,1438,Thu Jan 27 13:38:51 +0800 2011,0,0,0,0,,1,2,2
408,1863879994,夏小小苗,步伐太快了'于是就把自己忘了！,,kengkengwowo,,f,353,116,495,992,31,Fri Oct 29 13:26:19 +0800 2010,0,1,0,1,,1,2,2
409,1864262094,ZYYJ_流浪兔,心若没有栖息的地方，到哪儿都是流浪,,,,m,91,32,146,1995,210,Fri Oct 29 23:22:49 +0800 2010,0,1,0,1,,2,2,2
410,1866332625,茉茉莉的小花,,,,,f,213,94,194,178,2,Thu Nov 18 14:00:23 +0800 2010,0,1,0,1,,1,2,2
411,1866703663,Ewa_Lu,北大方正电子有限公司,,,,f,427,119,647,728,505,Thu Nov 18 20:49:14 +0800 2010,0,1,0,1,,2,2,2
412,1867730702,小张旋木,不靠谱 不着调 不严肃 不正经,,,,m,359,150,456,2992,396,Wed Nov 03 19:57:27 +0800 2010,0,1,0,0,,2,2,2
413,1867764335,冬眠的孙海博,是的，我一年四季都在睡。,,honeyofgod,,m,5259,12,122,70,30,Fri Nov 19 17:42:38 +0800 2010,0,1,0,0,,3,2,2
414,1868361067,XeonPhiCluster,"IT民工一枚,求包，可日结、月结、年结 (*>.<*)",,,,m,550,71,516,2344,92,Sat Apr 30 12:11:33 +0800 2011,0,1,0,0,,1,2,2
415,1868861517,超能橘子,宁缺勿滥,,,,m,109,46,134,701,9,Thu Feb 03 00:19:07 +0800 2011,0,1,0,1,,1,2,2
416,1871626984,Hoi_Pang,,,lihoipang,,m,96,37,214,1115,811,Mon Nov 08 12:06:53 +0800 2010,0,1,0,1,,2,2,2
417,1871952392,景祥云,IT那些事，方正数字出版,http://t.sina.com.cn/jingxiangyun,jingxiangyun,,m,1082,57,162,874,26,Mon Nov 08 21:41:40 +0800 2010,0,1,1,1,北京北大方正电子有限公司西北区业务总监景祥云,0,1,0
418,1872147427,被人宰的大头,,,,,m,57,0,68,1762,0,Wed Nov 24 09:03:54 +0800 2010,0,0,0,1,,3,3,3
419,1873656413,阳光小虫Z,心...行走...在路上...风与阳光...,,windvip99,,m,262,95,330,1485,11,Mon Dec 13 14:55:35 +0800 2010,0,1,0,1,,1,2,2
420,1876939361,YCG1011,只为苍生说人话，不为君王唱赞歌,http://weibo.com/05k09,05k09,,m,342,7,420,2232,15,Sun Nov 28 16:53:31 +0800 2010,0,1,0,1,,2,2,1
421,1879572967,中国批发市场网址大全,pifad1.com国内唯一真正批发市场的网址导航。公众微信：haopos-cn【中国好POS共享联盟】，聚财通聚POS北京授权代理商，全国招商。个人微信号：pifad1,http://www.pifad1.com,pifad1,573495511,m,1585,517,1917,17033,111,Wed Dec 01 22:27:13 +0800 2010,0,1,0,0,,2,2,1
422,1880242242,骑着小蚂蚁去流浪,我很牛B,,,,m,204,112,354,2295,15,Sun Jul 24 18:43:16 +0800 2011,0,1,0,1,,1,2,2
423,1881099032,晨世的尘世,我想我的假期该结束了,http://blog.sina.com.cn/lcxuspace,,,m,1025,307,513,1563,612,Fri Nov 26 01:20:38 +0800 2010,0,0,0,1,,0,1,1
424,1882862782,boreborebe,,,,,f,93,9,176,1,154,Wed Nov 24 13:25:16 +0800 2010,0,1,0,1,,3,3,3
425,1883089385,manmmaann,店铺：http：//shop113940919.taobao.com,,,,f,420,139,222,24,45,Sun Dec 05 13:46:25 +0800 2010,0,1,0,1,,2,2,2
426,1883761413,love韩宝仪,文艺青年 你好 色彩,,,,m,221,37,1017,2145,27,Mon Dec 06 09:10:03 +0800 2010,0,1,0,1,,2,2,2
427,1884786160,海宝历险记,这条路注定孤单,http://lamps.qzone.qq.com,xiewenhai,973725707,m,96,54,197,481,28,Sun Nov 28 11:38:36 +0800 2010,0,1,0,1,,1,2,1
428,1886245111,翔123456789,,,,,m,76,20,363,2424,401,Wed Dec 08 12:28:57 +0800 2010,0,1,0,1,,3,2,2
429,1887873093,毅犹未尽chris,不必害怕，这里众生喧哗！,,7600gs,324880800,m,32,13,89,408,24,Thu Dec 09 17:58:58 +0800 2010,0,1,0,1,,1,2,2
140322630356024,1888281331,玉米沺Peter,,,,,m,160,45,183,569,155,Fri Dec 10 04:09:57 +0800 2010,0,1,0,1,,1,2,2
431,1889101544,清风蓝风,关注不易，求粉更不易；有@必互粉。,http://blog.sina.com.cn/sinat,ningfugui,,m,641,345,445,5526,8,Sun Dec 05 16:38:32 +0800 2010,0,1,0,1,,1,1,1
432,1889203065,王开开大,it takes time and it's worth it.,http://blog.sina.com.cn/fabulouslyawesomek,fabulouslyawesomek,,m,125,49,137,536,294,Thu Mar 17 04:19:02 +0800 2011,0,0,0,1,,1,2,1
433,1889536747,视觉系阿毛,江湖笑，爱逍遥，琴和箫，酒来倒。明月照，路迢迢，人会老，心不老。,,,,f,88,35,256,7998,5,Sat Dec 11 13:38:21 +0800 2010,0,0,0,1,,2,2,2
434,1890057381,水不舍,资深媒体人 评论员,,,,m,11956,133,494,2104,2901,Sat Dec 11 21:47:09 +0800 2010,0,1,1,1,资深媒体人、《文汇报》评论员陈志强,0,1,0
435,1890124614,钱皓-互联网分析师,专注互联网早中期投资分析。欢迎自媒体合作，加QQ：1000808，请注明身份【免责声明】微博内容纯属个人业余爱好，与任职公司无关，希望与同行多交流！,,bensonqian,,m,225406,511,581,7670,3762,Tue Dec 07 10:31:11 +0800 2010,1,1,1,1,互联网分析师钱皓,0,0,0
436,1890594262,屈元20,我思故我在,,,,m,752,49,604,31183,454,Wed Dec 08 10:51:58 +0800 2010,0,1,0,1,,1,2,2
437,1891190891,投行稼汉,计算器用不到8位,,,,m,150,5,76,318,3,Sun Dec 12 22:37:48 +0800 2010,0,1,0,1,,2,2,2
438,1891273552,一只胖海椒,旅游高级研发攻城师,,cunwa,,m,192,121,632,131,1041,Sat Jan 08 21:37:16 +0800 2011,0,0,0,1,,2,2,2
439,1891435315,civil当当当,天下英雄出我辈，一入江湖岁月催； 鸿图霸业谈笑间，不胜人生一场醉。,,civilape,,m,181,70,415,2054,1593,Sat Feb 26 16:58:13 +0800 2011,0,1,0,1,,1,2,2
440,1892607062,优雅叛逆的90后,,,,,f,625,235,443,1848,72,Tue Dec 14 14:32:30 +0800 2010,0,1,0,1,,1,2,2
441,1892939637,刘丕峰,用我微小的努力，让世界变得更美好！,,ebullientt,,m,751,54,366,6351,24,Tue Dec 14 19:45:35 +0800 2010,0,1,0,1,,0,1,2
442,1892945683,麦兜兜的麦地,我爱胡图图,,guaidouguai,,f,527,136,190,361,6,Tue Dec 14 19:55:39 +0800 2010,0,1,0,1,,0,1,2
443,1894535465,林好20101010, ,,,,m,442,163,396,997,30,Thu Dec 16 13:38:25 +0800 2010,0,1,0,1,,1,2,2
444,1894809783,闫洁jooyee,各种电商信息发布，欢迎私信爆料~注：本微博言论不代表任何团体或组织,,jooyee,,m,122044,371,410,21019,768,Thu Dec 16 17:43:37 +0800 2010,1,1,1,1,恒泰集团电子商务部技术总监。前当当网数字业务产品总监,0,0,0
445,1895827587,伊_沫儿,本人代理一切韩国护肤品~需要的密我哦~,,,,f,73,57,102,108,0,Fri Dec 17 18:10:43 +0800 2010,0,1,0,1,,2,2,2
