,userid,name,description,url,user_domain,weihao,gender,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,ucreate_at,allow_all_act_msg,geo_enabled,verified,allow_all_comment,verified_reason,credibility1,credibility,credibility3
952,3200255763,wenitt,啦啦啦,,,,f,50,13,53,2,0,Mon Dec 10 09:49:58 +0800 2012,0,1,0,1,,2,3,3
953,3208607943,二木林刘,,,,,m,82,13,115,145,2,Mon Dec 31 18:00:53 +0800 2012,0,1,0,1,,1,3,2
954,3208850622,程小浩浩谎,,,,604478963,f,310,105,408,6669,0,Fri Mar 29 15:42:56 +0800 2013,0,1,0,1,,3,2,2
955,3209275682,陈小胸小小小小晨,,,,606781590,f,318,65,1866,4191,0,Fri Mar 29 16:41:38 +0800 2013,0,1,0,1,,3,2,2
956,3209467414,宝欣周潦,,,,601210439,f,311,74,408,5505,0,Fri Mar 29 17:10:25 +0800 2013,1,1,0,1,,3,2,
957,3209549614,背对阳光mnz啥z,,,,600234363,f,302,63,1905,3672,0,Fri Mar 29 17:58:57 +0800 2013,1,1,0,1,,3,2,2
958,3209555482,痴说花露为于花泪,,,,601201649,f,296,61,1835,2499,0,Fri Mar 29 18:03:16 +0800 2013,0,1,0,1,,3,2,2
959,3209759542,背心他爹,,,,,m,14,2,31,61,0,Sun Mar 03 12:34:25 +0800 2013,0,1,0,1,,3,3,3
960,3209767362,春田小拙樱子,,,,,f,303,59,1283,3886,0,Fri Mar 29 20:40:28 +0800 2013,0,1,0,1,,3,2,2
961,3212285567,触摸阳光的紫水晶,,,,,f,5,0,3,1,0,Sat Jan 05 09:41:38 +0800 2013,0,0,0,1,,3,3,3
962,3214951555,海风abe,白与黑的边界在哪里？,,,,m,100,4,84,584,5,Tue Jan 08 11:10:56 +0800 2013,0,1,0,1,,1,2,2
963,3216401465,锦瑟山行,,,,,m,848,29,336,2280,14,Wed Jan 09 18:44:11 +0800 2013,1,0,0,1,,1,2,2
964,3218016234,十人九懒,计划逃跑，与 不期而遇,,,,m,123,50,232,514,157,Sat Mar 09 08:32:43 +0800 2013,0,1,0,1,,1,2,2
965,3220336940,浔城五少,天地孤影任我行,,,,m,258,23,716,2081,60,Sat Mar 09 23:24:00 +0800 2013,0,1,0,1,,1,2,2
966,3221197794,戈小痕夕,爱法律更爱时政，有着不平凡的梦想,,,,m,60,7,474,145,17,Wed Apr 17 11:33:16 +0800 2013,0,1,0,0,,2,3,2
967,3224090392,李春利018,,,,,m,4,1,45,3,0,Tue Mar 12 15:57:39 +0800 2013,0,1,0,1,,3,3,3
968,3233115484,贝稍贝瑞卡,,,,,f,323,79,415,5224,0,Thu Mar 28 22:27:39 +0800 2013,1,1,0,1,,3,2,2
969,3233491362,俺是蜡笔小回新,,,,606345536,f,318,72,484,4190,0,Fri Mar 29 14:48:46 +0800 2013,1,1,0,1,,3,2,2
970,3233597630,打一枪换一地方路,,,,606786005,f,332,65,331,3680,0,Fri Mar 29 16:09:45 +0800 2013,0,1,0,1,,3,2,2
971,3234208230,宝呗苏苏牙,,,,606642348,f,295,66,1243,5468,0,Fri Mar 29 17:21:57 +0800 2013,1,1,0,1,,3,3,2
972,3234385614,陈小宸A佑lbee,,,,603817894,f,273,64,1828,4213,0,Fri Mar 29 19:31:49 +0800 2013,0,1,0,1,,3,3,2
973,3236227854,唾面自干c,,,,,m,31,2,28,337,1,Mon Mar 25 10:10:05 +0800 2013,0,1,0,1,,3,3,3
974,3242255704,电商串子,,,,,f,73,0,86,35,0,Wed Mar 27 15:46:58 +0800 2013,0,1,0,1,,3,3,3
975,3248164574,碧若-未央橙,,,,601269037,f,260,55,1246,5324,0,Fri Mar 29 21:54:31 +0800 2013,1,1,0,1,,3,3,3
976,3255065520,安旎宝颖贝,,,,601263199,f,328,56,1907,5428,0,Thu Mar 28 20:29:07 +0800 2013,1,1,0,1,,3,3,3
977,3255103475,贝刭塔2012,,,,601567537,f,294,72,1914,5498,0,Fri Mar 29 12:21:37 +0800 2013,1,1,0,1,,3,3,3
978,3255186455,陈翊速筠,,,,605167825,f,321,68,1264,4134,0,Fri Mar 29 14:55:51 +0800 2013,0,1,0,1,,3,3,3
979,3255190035,暴暴灰野袄兔,,,,601276367,f,322,78,411,3811,0,Fri Mar 29 15:01:51 +0800 2013,1,1,0,1,,3,2,3
980,3255210805,陈秋雨20当11,,,,600126853,f,312,74,320,4897,0,Fri Mar 29 15:39:28 +0800 2013,0,1,0,1,,3,2,3
981,3255235415,shirlin徐蓝,,,,606345237,f,311,69,179,4589,0,Fri Mar 29 16:11:15 +0800 2013,0,1,0,1,,3,2,3
982,3255389092,半夏搪与白色的笑,,,,609167808,f,319,68,192,3744,0,Fri Mar 29 11:18:50 +0800 2013,1,1,0,1,,3,2,3
983,3255390324,笨蛋居乔,,,,,f,298,65,1923,5805,0,Fri Mar 29 11:20:33 +0800 2013,1,1,0,1,,3,3,3
984,3255406511,陈永康胰Zz,,,,606781565,f,305,69,1909,6127,0,Fri Mar 29 16:38:59 +0800 2013,0,1,0,1,,3,3,3
985,3255452160,花吹雪的季节莲,,,,605190126,f,327,72,1923,6016,0,Fri Mar 29 13:06:02 +0800 2013,0,1,0,1,,3,3,3
986,3255656871,处矣子13,,,,608097345,f,320,67,753,4431,0,Fri Mar 29 20:34:09 +0800 2013,0,1,0,1,,3,3,3
987,3255661721,词儿仑与,,,,603903789,f,294,75,398,4839,0,Fri Mar 29 20:40:59 +0800 2013,0,1,0,1,,3,3,3
988,3267722650,三足巨兽,kindle的笔记账号无社交用处,,,,m,53,6,459,475,4,Sun Mar 31 15:46:06 +0800 2013,0,0,0,0,,3,2,2
989,3274169552,星児吥乖,,,,,f,61,27,77,320,0,Mon Apr 01 17:46:49 +0800 2013,0,1,0,1,,3,3,3
990,3278685773,Jason_H_Chin,一个经验极度匮乏的人。没什么可介绍的。旧号被删了，这是新号。,http://deamour.blog.tianya.cn,jinnewtang,,m,101,26,207,322,140,Sat Aug 17 05:33:51 +0800 2013,0,1,0,1,,3,2,1
991,3279828811,吃喝玩乐C_事20d,,,,605037567,f,343,76,1912,4213,0,Fri Mar 29 11:33:53 +0800 2013,0,1,0,1,,3,3,2
992,3279861621,春俾光灿烂翟小小,,,,603567668,f,288,63,1894,5154,0,Fri Mar 29 12:15:27 +0800 2013,0,1,0,1,,3,3,
993,3279944035,happygirl_luvue,当你感到悲哀痛苦时，最好是去学些什么东西。学习会使你永远立于不败之地。,,,601283403,f,311,58,1245,5383,0,Sun May 12 16:53:37 +0800 2013,0,1,0,1,,3,3,2
994,3280013721,陈是驴帅,,,,600128097,f,295,62,1894,3666,0,Fri Mar 29 15:20:25 +0800 2013,0,1,0,1,,3,3,3
995,3280048325,半熟潮男_Bos搜co,,,,601878941,f,320,69,1877,4055,0,Fri Mar 29 15:58:12 +0800 2013,1,1,0,1,,3,3,2
996,3280084955,EASEONd,一堆沙子是松散的，可是它和水泥、石子、水混合后，比花岗岩还坚韧。－－王杰,,,607897422,f,262,66,168,4582,0,Sun May 12 21:42:05 +0800 2013,0,1,0,1,,3,2,2
997,3280087181,周雪莹小妮p,丧失人格的诗人比没有诗才而硬要写诗的人更可鄙，更低劣，更有罪。,,,605767872,f,266,78,303,4811,0,Sun May 12 21:46:37 +0800 2013,0,1,0,1,,3,2,2
998,3280208645,chenjing957梦e,,,,,f,322,67,601,5205,0,Fri Mar 29 16:26:12 +0800 2013,0,1,0,1,,3,3,2
999,3280555121,被甩N驼,,,,607531233,m,298,86,1290,3851,0,Fri Mar 29 17:09:13 +0800 2013,1,1,0,1,,3,3,2
1000,3280573561,陈鼓稣,,,,606780293,f,300,71,397,5082,0,Fri Mar 29 17:20:38 +0800 2013,0,1,0,1,,3,2,2
1001,3280809515,宝私呗苏苏,,,,,f,298,59,1252,5408,0,Fri Mar 29 20:33:26 +0800 2013,1,1,0,1,,3,3,2
1002,3282503983,欧文智宇,保密！,http://blog.sina.com.cn/u/3282503983,,,m,87,36,245,228,5,Sat Jun 01 18:13:42 +0800 2013,0,1,0,1,,3,2,1
1003,3284824185,手机用户3284824185,,,,,m,0,0,0,0,0,Sun May 19 15:01:31 +0800 2013,0,1,0,1,,3,3,3
1004,3289893941,别问我199999,,,,,f,19,1,10,59,0,Fri Feb 22 17:02:53 +0800 2013,0,1,0,1,,1,3,3
1005,3299434513,白色风铃响,彩虹幕布点燃寂寥夜空！用笑容冲散黑色的孤零！灯笼的绚烂迎接春的暖意！慵懒呢喃的音符唱起复苏之歌！———春歌,,,,f,35,7,115,116,1,Sun Mar 03 13:22:14 +0800 2013,0,1,0,1,,1,2,2
1006,3299554975,海外手机用户3299554975,出生在大连！,,,,f,1077,482,776,7921,4,Wed May 08 03:04:15 +0800 2013,0,1,0,1,,1,1,3
1007,3302223415,隱哘r,任何的限制，都是从自己的内心开始的。,,,601881789,f,260,53,513,4261,0,Sun May 12 21:31:40 +0800 2013,0,1,0,1,,3,2,3
1008,3303100891,梁嗯实LexXxl,精神象乳汁一样是可以养育的，智慧便是一只乳房。,,,608345763,f,247,69,1890,6676,0,Tue May 14 14:14:25 +0800 2013,0,1,0,1,,3,3,2
1009,3304675867,Schweinefleisch,人生快乐的秘诀就在于：以不争为争，以不赢为赢！,,,,f,69,4,42,528,37,Sat Mar 09 21:44:09 +0800 2013,0,1,0,1,,1,3,3
1010,3306218724,lu同学l,现实生活中，人人都有梦想，都渴望成功，都想找到一条成功的捷径。其实，捷径就在你的身边，那就是勤于积累，脚踏实地，积极肯干。,,,,f,266,51,390,3239,0,Mon May 06 17:04:50 +0800 2013,0,1,0,1,,3,2,2
1011,3308296851,哈勒时光,比较懒！正在改正。渴望看来还不够。,http://weibo.com/u/330829685,,,m,106,84,419,582,97,Thu Apr 11 22:10:14 +0800 2013,0,1,0,1,,1,2,1
1012,3310695111,租车无忧网,从梦幻中清醒过来是多大的幸福呀！,,zuche360,,m,592,8,123,634,0,Sat May 25 01:31:26 +0800 2013,0,1,1,1,一品无忧租车网yiipinpo官方微博,1,2,0
1013,3310847934,s七号蓝色,积极者相信只有推动自己才能推动世界，只要推动自己就能推动世界。,,,609434528,f,281,70,1893,4801,0,Wed May 08 17:02:10 +0800 2013,0,1,0,1,,3,3,2
1014,3312422221,BUENDIA_888,Noorii_,,,,f,665,77,933,4539,574,Fri Apr 19 07:24:42 +0800 2013,0,1,0,0,,1,3,2
1015,3318183571,turbosnm,愿无岁月可回头,,,231334512,m,278,185,273,47,24,Sat Apr 27 18:52:53 +0800 2013,0,1,0,0,,2,2,2
1016,3319855845,手机用户3319855845,,,,,m,4,0,22,3,0,Wed May 01 19:47:01 +0800 2013,0,1,0,1,,3,3,3
1017,3324455850,蓝音君,自我介绍恐惧症,,,,f,109,30,453,1062,798,Sun Apr 14 12:21:17 +0800 2013,0,1,0,1,,1,2,2
1018,3338975604,sandy_tengn,如果寒暄只是打个招呼就了事的话，那与猴子的呼叫声有什么不同呢？事实上，正确的寒暄必须在短短一句话中明显地表露出你对他的关怀。,,,601284697,f,257,69,1292,6594,0,Sun May 12 20:53:58 +0800 2013,0,1,0,1,,3,3,2
1019,3339265842,地才mom,干精神工作的人而让自己守全从思想掉入梦想，必遭不幸！他自以为进得去便出随时出得来，并认为这两者之间没有什么区别，他想错了！,,,601287689,f,251,61,1263,6592,0,Sun May 12 21:33:50 +0800 2013,0,1,0,1,,3,3,2
1020,3339427604,花花公仔的姐姐v,人生不是一种享乐，而是一桩十分沉重的工作。,,,606396783,f,356,74,737,5026,0,Sun May 12 21:42:05 +0800 2013,0,1,0,1,,3,2,2
1021,3353944792,时间炖汤,河南理工大学测绘男一枚,,,,m,76,26,93,72,0,Wed May 15 06:52:49 +0800 2013,0,1,0,1,,1,2,2
1022,3358989322,无害小花,只是一朵无害的小花……,,,,m,11,3,10,2,0,Tue Apr 23 15:23:54 +0800 2013,0,1,0,1,,1,3,3
1023,3380324662,安徽广告圈,致力于广告传播市场的数据分析，为客户提供最为有效的创意传播策略。,,,,m,894,414,1042,9887,4,Mon May 20 12:44:30 +0800 2013,0,0,0,1,,0,2,2
1024,3382521092,幸福一生3382521092,,,,,m,15,1,30,13,2,Mon Apr 29 06:06:54 +0800 2013,0,1,0,1,,1,3,3
1025,3466708882,BY我的世界,在环境领域开发资源，在能源领域保护环境,,,,m,98,7,128,81,25,Wed May 15 08:39:54 +0800 2013,0,1,0,1,,0,3,2
1026,3477207482,Misery丶Fan,在世间平凡又普通的路太多，屋村你住哪一座。,,,,m,74,12,40,429,0,Sat May 18 21:15:04 +0800 2013,0,1,0,0,,1,3,2
1027,3477688862,QP七兵,最爱瓷器之美,,,,f,306,71,439,6497,57,Thu Jun 13 07:53:00 +0800 2013,0,1,0,1,,2,2,2
1028,3480104237,lovepk昭,,,,634504581,f,422,41,878,5235,0,Sat Jun 22 11:46:25 +0800 2013,0,1,0,1,,3,3,2
1029,3480122745,脚俏妞鲜,,,,636556748,f,425,46,1928,2589,0,Sat Jun 22 15:37:11 +0800 2013,0,1,0,1,,3,3,2
1030,3480126564,贫尼法号你猜若,,,,630785789,f,242,38,1199,3949,0,Sat Jun 22 16:21:52 +0800 2013,0,1,0,1,,3,3,2
1031,3480127197,zalen辉,,,,637890460,f,403,37,296,2761,0,Sat Jun 22 16:30:16 +0800 2013,0,1,0,1,,3,2,2
1032,3480130140,Carry迷心尉,,,,631457895,f,415,41,1908,2469,0,Sat Jun 22 17:05:10 +0800 2013,0,1,0,1,,3,3,2
1033,3480132984,JORYCcccxj勇,,,,635978991,f,234,39,1689,2704,0,Sat Jun 22 17:41:15 +0800 2013,0,1,0,1,,3,3,2
1034,3480133280,猪小不点儿平,,,,639234178,f,435,34,932,3912,0,Sat Jun 22 17:45:24 +0800 2013,0,1,0,1,,3,3,2
1035,3480715612,汏汏迪er__噷馨,,,,636059234,f,423,38,785,4026,0,Sat Jun 22 14:43:34 +0800 2013,0,1,0,1,,3,3,2
1036,3480717193,傲世魂巾,,,,637894429,f,430,37,1931,1855,0,Sat Jun 22 15:02:39 +0800 2013,0,1,0,1,,3,3,2
1037,3480725402,倩倩文qqw素,,,,632789564,f,404,37,1924,3890,0,Sat Jun 22 16:41:04 +0800 2013,0,1,0,1,,3,3,2
1038,3480727052,jyunen卫,,,,634831237,f,413,41,1838,2110,0,Sat Jun 22 17:00:51 +0800 2013,0,1,0,1,,3,3,2
1039,3480763711,手把手教你开淘宝店咏,积极者相信只有推动自己才能推动世界，只要推动自己就能推动世界。,,,234283095,m,405,38,135,1132,0,Sun Jun 23 01:56:50 +0800 2013,0,1,0,1,,3,2,2
1040,3480769655,L丶志峰灏,,,,638656678,f,307,36,1858,2617,0,Sun Jun 23 07:24:40 +0800 2013,0,1,0,1,,3,3,2
1041,3480774161,麻迎品,,,,634720126,f,400,40,1876,1884,0,Sun Jun 23 08:43:45 +0800 2013,0,1,0,1,,3,3,2
1042,3480775673,魔恋希利,,,,634530884,f,379,37,1885,3275,0,Sun Jun 23 09:07:48 +0800 2013,0,1,0,1,,3,3,2
1043,3480776267,恶少yoyo宛,,,,630567018,f,422,36,1207,3890,0,Sun Jun 23 09:16:39 +0800 2013,0,1,0,1,,3,3,2
1044,3480778180,路P坚辛q治,,,,634580024,f,399,48,920,2583,0,Sun Jun 23 09:43:59 +0800 2013,0,1,0,1,,3,3,2
1045,3480778444,CE_喜乐岚,,,,635823461,f,266,33,1893,2032,0,Sun Jun 23 09:47:40 +0800 2013,0,1,0,1,,3,3,3
1046,3480779735,想太多_2010逢,,,,634789814,f,409,51,527,2419,0,Sun Jun 23 10:05:47 +0800 2013,0,1,0,1,,2,2,3
1047,3480784821,彩莹_蜜糖正,,,,635671427,f,386,35,1861,4344,0,Sun Jun 23 11:07:56 +0800 2013,0,1,0,1,,3,3,3
1048,3480785401,zhujunff仪,,,,634524018,f,419,38,884,5455,0,Sun Jun 23 11:15:40 +0800 2013,0,1,0,1,,3,3,3
1049,3480795552,_Smiley_sweety明,,,,634285123,f,395,36,142,3143,0,Sun Jun 23 13:13:47 +0800 2013,0,1,0,1,,3,2,2
1050,3480844261,王罗杰Scylla,,,,602675673,f,298,102,1758,3771,0,Sun Jun 23 23:42:09 +0800 2013,0,1,0,1,,3,3,3
1051,3480850187,葛雨函housman,,,,602456263,f,437,53,764,1909,0,Mon Jun 24 03:01:57 +0800 2013,0,1,0,1,,3,3,2
1052,3480850444,苟忠发johnny,,,,607894357,f,391,34,148,1963,0,Mon Jun 24 03:23:32 +0800 2013,0,1,0,1,,3,2,3
1053,3480858985,宋磊morris,,,,603459749,f,448,87,1861,2191,0,Mon Jun 24 09:19:49 +0800 2013,0,1,0,1,,3,3,3
1054,3480861190,谭思宇raleign,,,,601227662,f,260,43,310,1879,0,Mon Jun 24 09:57:41 +0800 2013,0,1,0,1,,3,2,3
1055,3480862617,YANG__扬婉,,,,635850789,f,231,33,908,2429,0,Mon Jun 24 10:17:54 +0800 2013,0,1,0,1,,3,3,3
1056,3480863122,王灿yeates,,,,607894675,f,419,37,289,2891,0,Mon Jun 24 10:25:07 +0800 2013,0,1,0,1,,3,2,3
1057,3480865095,王政东Gladys,,,,601224736,f,398,41,1878,3948,0,Mon Jun 24 10:51:10 +0800 2013,0,1,0,1,,3,3,3
1058,3480882644,王国杨Hades,,,,601218620,f,237,59,1804,2205,0,Mon Jun 24 14:16:02 +0800 2013,0,1,0,1,,3,3,3
1059,3480882737,孙雪piers,,,,601294350,f,472,70,324,2863,0,Mon Jun 24 14:16:55 +0800 2013,0,1,0,1,,3,2,3
1060,3480885324,何琳margaret,,,,606925123,f,434,44,1261,3046,0,Mon Jun 24 14:50:59 +0800 2013,0,1,0,1,,3,3,3
1061,3480887144,刘棋王1684112044,,,,607456353,f,241,41,1829,1851,0,Mon Jun 24 15:13:08 +0800 2013,0,1,0,1,,3,3,3
1062,3480889231,唐林scripps,,,,602344932,f,254,48,361,4590,0,Mon Jun 24 15:40:00 +0800 2013,0,1,0,1,,3,3,3
1063,3480889463,薛春桃pauline,,,,602123795,f,330,125,1316,1997,0,Mon Jun 24 15:42:47 +0800 2013,0,1,0,1,,3,3,3
1064,3480890473,曾锐jennings,,,,602492348,f,295,120,196,2018,0,Mon Jun 24 15:55:52 +0800 2013,0,1,0,1,,3,2,3
1065,3480901240,罗宇航coverdale,,,,601067345,f,292,91,1872,1988,0,Mon Jun 24 18:22:02 +0800 2013,0,1,0,1,,3,3,3
