,userid,name,description,url,user_domain,weihao,gender,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,ucreate_at,allow_all_act_msg,geo_enabled,verified,allow_all_comment,verified_reason,credibility1,credibility,credibility3
619,2179969321,阿森堡服饰NHzw,,,,,m,11,0,20,218,4,Wed Jun 15 18:18:23 +0800 2011,0,1,0,1,,3,3,3
620,2182610701,心不静怎么凉,哈？,,,,f,125,40,81,9,12,Fri Jun 17 09:45:36 +0800 2011,0,1,0,1,,1,3,2
621,2182625882,妙音SAMA,日常 种草 粤语歌 游戏宅 默默刷图星人(～o～)zZ,,,,f,734,101,119,0,103,Sun Jun 19 18:55:15 +0800 2011,0,1,0,0,,1,2,2
622,2183739925,三三爱肉包,东方神起棒棒哒,,LS19940630,,f,83,36,247,813,4,Fri Jun 17 20:44:02 +0800 2011,0,1,0,0,,2,2,2
623,2190596040,雄狮里奥,,,,,m,156,38,366,2869,20,Fri Jun 24 01:53:57 +0800 2011,0,0,0,1,,3,2,2
624,2191524914,小小乖_搜不到,,,,,f,192,75,133,24,71,Fri Jun 24 15:01:03 +0800 2011,0,0,0,0,,3,2,2
625,2191810065,做自实的我,穷则独善其身!,,,,m,121,42,157,3217,12,Wed Jun 22 15:37:09 +0800 2011,0,1,0,1,,1,2,2
626,2192485163,我祗唏歡許公孖,来自星星的许嵩,,violinsasa,,f,99,13,109,332,5,Wed Jun 22 15:03:42 +0800 2011,0,1,0,1,,1,2,2
627,2192631644,#NAME?,,,,,m,59,27,130,358,1320,Sat Jun 25 00:02:21 +0800 2011,0,0,0,1,,3,2,2
628,2194794361,翻山遛弯, ,,,,m,75,29,208,1275,75,Fri Jun 24 00:34:28 +0800 2011,0,1,0,1,,1,2,2
629,2196102835,铃望江木,望国家早日实现民主，法治，宪政。,,,,m,285,114,1136,15643,27,Fri Jun 24 16:10:51 +0800 2011,0,1,0,1,,1,2,2
630,2196249033,fangyangren,,,fangyangren,,m,74,48,136,353,1,Fri Jun 24 10:52:38 +0800 2011,0,1,0,1,,2,2,2
631,2204007004,彦秋2011,,,,,f,120,17,195,567,12,Wed Jun 29 17:53:24 +0800 2011,0,1,0,1,,1,2,2
632,2209358444,简单的快乐未来,,,,,f,665,10,337,32551,631,Sat Jul 02 02:09:04 +0800 2011,0,1,0,1,,1,2,2
633,2211404721,叫擎天柱的地球人,你好！,,,270225507,m,176,98,126,1,0,Fri Jul 01 01:51:14 +0800 2011,0,1,0,1,,1,2,2
634,2212123361,不醉不会的梦系轩辕,喜中带忧， 暗中有光；怎么度？怎么量？ 田野山岗，美丽之下的凄凉； 无常......,http://blog.sina.com.cn/tcldblog,,,m,519,260,461,3461,23,Fri Jul 01 12:20:28 +0800 2011,0,1,0,1,,1,1,1
635,2214117385,仙仔凯文,快吃吧 别说话了,,,,f,157,55,130,269,76,Sat Jul 02 13:17:27 +0800 2011,0,1,0,1,,1,2,2
636,2219649067,李9鹏,千江有水千江月，万里无云万里天,,,,m,868,131,466,2568,559,Wed Jul 06 10:26:18 +0800 2011,0,1,1,1,《国际商报》主编李鹏,0,1,0
637,2230462611,永鸿达,群众，实习交易员，,http://blog.sina.com.cn/u/2230462611,,,m,375,30,237,985,2199,Wed Jul 06 11:06:02 +0800 2011,0,1,0,1,,0,2,1
638,2239613427,太子太傅殿阁大学士领侍卫内大臣,不够沉稳、不够睿智、不够谦卑、不够宽容、不够忍耐、不够坚毅、不够冷静等等。,http://blog.sina.com.cn/u/2239613427,,,m,228,60,310,1698,30,Mon Jul 11 15:15:04 +0800 2011,0,1,0,1,,1,2,1
639,2242073753,杨涛_北京,"帮助你快乐,我也就快乐. 南无药师琉璃光如来",,yangtaobeijing,,m,452,63,139,3945,67,Tue Jul 12 13:36:29 +0800 2011,0,1,0,0,,0,2,2
640,2242809411,懒惰的阿力,,,,,m,35,10,304,68,122,Tue Jul 12 13:30:51 +0800 2011,0,1,0,1,,1,2,2
641,2246046412,小虾米也有大理想,,,,,f,49,3,74,81,0,Sun Jan 13 14:15:06 +0800 2013,0,1,0,1,,2,2,2
642,2252453314,张志峰cm,人生本来就是一次冒险,,,,m,382,27,737,7212,1011,Sun Jul 17 16:04:27 +0800 2011,0,1,0,1,,1,2,2
643,2260870614,chrome酸辣粉,一点点真相就够了,,ChromeFan,,m,30,6,404,302,4,Thu Mar 06 10:22:31 +0800 2014,0,0,0,1,,1,2,2
644,2263648785,张退步,,,maigezing,,m,250,43,581,680,1948,Fri Jul 22 21:41:03 +0800 2011,0,0,0,0,,1,2,2
645,2267818575,拉皮条的小女孩, ,,,,f,201,91,145,527,25,Wed Sep 28 12:30:19 +0800 2011,0,1,0,1,,2,2,2
646,2268332485,思博润净化-老黄,飞利浦、松下、夏普名牌空气净化器滤网耗材第一品牌---思博润,,,,m,290,35,386,3035,108,Mon Jul 25 16:14:58 +0800 2011,1,1,0,0,,1,2,2
647,2268759925,vincentliu89,,,,,m,147,64,283,874,279,Mon Jul 25 20:55:04 +0800 2011,0,1,0,0,,1,2,2
648,2270414997,二十何,爱葡萄酒'爱绿城'爱钓鱼'四季如春,,,,m,230,71,234,1762,42,Wed Aug 17 12:46:01 +0800 2011,0,1,0,1,,1,1,2
649,2271611332,i-want-it-that-way,"本人不会玩游戏, 谢绝游戏邀请； 对心灵鸡汤不感兴趣；五毛/腊肉粉/脑残请自动远离（误关注了我的话，请即取消）",,,,m,3736,1431,1998,48849,349,Wed Jul 27 20:19:03 +0800 2011,0,0,0,1,,0,2,2
650,2280423972,恰么西,脚步、眼光、精神,,baigaoxing,,m,69,13,325,8,1,Mon Aug 01 14:54:31 +0800 2011,1,0,0,1,,2,2,2
651,2281491583,Linda李艳,你若盛开，清风自来 ！,http://blog.sina.com.cn/u/2281491583,,,f,458,123,705,2040,1127,Tue Aug 02 13:26:14 +0800 2011,0,1,0,1,,1,2,1
652,2284465307,欲流思忆Dynamic,嘛？,,dream94,,m,141,50,106,165,49,Thu Aug 04 00:22:24 +0800 2011,0,1,0,1,,1,2,2
653,2285796532,MSA-0011-Ex-S,,,yshehe,,m,295,113,251,1106,6,Thu Aug 04 11:03:29 +0800 2011,0,1,0,1,,1,2,2
654,2289297410,妞波丁达罗毛奇,李敖说：「批评我的人水准很糟糕。」此标准看似戏言，但经多年观察，屡试不爽！,,,,m,0,0,71,999,3,Fri Aug 05 21:34:25 +0800 2011,0,0,0,1,,2,3,3
655,2299308661,Mr吴震,,,,,m,209,55,112,1474,16,Fri Aug 12 09:54:48 +0800 2011,0,1,0,1,,1,2,2
656,2301294337,沢渡,,,,,m,14,3,107,44,11,Sat Aug 13 19:01:56 +0800 2011,0,1,0,1,,2,3,2
657,2302409035,劳栖龙,任何业绩的质变都来自于量变的积累。,,,632456409,m,396,46,1301,3005,0,Sun Aug 14 07:45:14 +0800 2011,0,1,0,1,,0,2,2
658,2304749783,胡默老沙,我是一只考研狗 咿呀咿呀哟,http://blog.sina.com.cn/u/2304749783,,,m,399,220,636,686,21,Sat Oct 29 00:19:23 +0800 2011,0,1,0,1,,0,2,2
659,2305250567,蒯巧娜,丧失人格的诗人比没有诗才而硬要写诗的人更可鄙，更低劣，更有罪。,,,605789142,m,282,38,1296,3652,0,Tue Aug 16 10:01:10 +0800 2011,0,1,0,1,,1,2,2
660,2305904241,爱吃橘子的不会游泳的船长,爱看电影；爱放风筝；篮球爱好者，前火箭队死忠；涂鸦爱好者；粘土初学者；口琴初学者；夜跑者；白天很困星人。现实世界里的理想主义者。-Weibo-Weibo-Weibo,,liushuizhong,,m,133,37,174,316,28,Tue Aug 16 11:09:04 +0800 2011,0,1,0,1,,1,2,2
661,2306200484,瞿婕云,人生是花，而爱是花蜜。,,,,m,260,64,478,3716,0,Sat Aug 13 10:05:48 +0800 2011,0,1,0,1,,0,2,2
662,2306620077,武波豪,书籍是造就灵魂的工具。,,,632341104,m,290,56,1311,3900,0,Tue Aug 16 23:59:30 +0800 2011,0,1,0,1,,0,2,2
663,2306880661,赖思子,一朵鲜花打扮不出美丽的春天，一个人先进总是单枪匹马，众人先进才能移山填海。－－雷锋,,1,634518693,m,272,49,818,2599,0,Tue Aug 16 20:50:32 +0800 2011,0,1,0,1,,1,2,2
664,2307425960,利狮华,人生是花，而爱便是花的蜜。,,,,m,441,41,512,3014,0,Sat Aug 13 20:55:47 +0800 2011,0,1,0,1,,1,2,2
665,2307584792,许克元,人是要有帮助的。荷花虽好，也要绿叶扶持。一个篱笆打三个桩，一个好汉要有三个帮。－－毛泽东,,,609612313,m,258,72,1350,3765,0,Sat Aug 13 22:06:21 +0800 2011,0,1,0,1,,1,2,2
666,2307617610,潘佳聪,没有人富有得可以不要别人的帮助，也没有人穷得不能在某方面给他人帮助。,,,607894200,m,260,55,1327,6637,0,Sat Aug 13 23:03:16 +0800 2011,0,1,0,1,,1,2,2
667,2307795372,郝续琦,当一个人真正觉悟的一刻，他放弃追寻外在世界的财富，而开始追寻他内心世界的真正财富。,,,,m,251,46,1895,3776,0,Sun Aug 14 00:07:57 +0800 2011,0,1,0,1,,0,2,2
668,2307829924,欧馥,社会犹如一条船，每个人都要有掌舵的准备。,,,,m,254,39,1280,3782,0,Sun Aug 14 00:28:05 +0800 2011,0,1,0,1,,1,2,2
669,2307846892,邰莎,是非天天有，不听自然无。,,,601245952,f,277,39,583,2475,0,Sun Aug 14 00:42:07 +0800 2011,0,1,0,1,,1,2,2
670,2307897972,班会超,使我们摔交的往往是我们的朋友。,,,,m,258,49,1310,5390,0,Sun Aug 14 03:11:28 +0800 2011,0,1,0,1,,0,2,2
671,2308031832,路顺钧,人的智慧掌握着三把钥匙：一把开启教学，一把开启字母，一把开启音符。知识、思想、幻想就在其中。,,,635012831,m,279,41,1830,4252,0,Sun Aug 14 06:58:45 +0800 2011,0,1,0,1,,1,2,2
672,2308034422,雷橡,人生下来不是为了抱着锁链，而是为了展开双翼。,,,603678315,m,270,44,1898,2969,0,Sun Aug 14 07:02:07 +0800 2011,0,1,0,1,,1,2,2
673,2308048304,汤娣枝,辛苦一年，收益一生。,,,634538892,m,281,40,394,2946,0,Sun Aug 14 07:19:34 +0800 2011,0,1,0,1,,1,2,2
674,2308133804,姚度家,只有经历过地狱般的折磨，才有征服天堂的力量。只有流过血的手指才能弹出世间的绝唱。,,,630795012,f,281,42,514,5056,0,Sun Aug 14 07:41:10 +0800 2011,0,1,0,1,,0,2,2
675,2308257201,本我方正,方正全能印厂助您成功！,,,,m,183,25,107,1649,6,Wed Aug 17 20:35:46 +0800 2011,0,1,0,1,,2,2,2
676,2308533920,章寿,征服畏惧、建立自信的最快最确实的方法，就是去做你害怕的事，直到你获得成功的经验。,,,600151678,m,269,72,1321,3861,0,Sun Aug 14 12:14:41 +0800 2011,0,1,0,1,,0,2,2
677,2308794260,菜乡之剑,2014年最佳公民环境记者,http://blog.sina.com.cn/u/2308794260,,208082786,m,97959,2111,2972,11724,536,Sun Aug 14 15:21:09 +0800 2011,1,1,1,1,天源文化传媒有限公司副总经理,0,0,0
678,2308831422,裘巷宁,正如树枝和树干连接在一起那样，脱离树干的树枝很快就会枯死。－－奥涅格,,,,f,276,56,536,5199,0,Sun Aug 14 14:52:19 +0800 2011,0,1,0,1,,1,2,2
679,2309081800,囧Jeff囧,The only thing that doesn’t change is change,http://weibo.com/u/2309081800,,,m,93,19,297,2649,40,Wed Nov 02 09:55:40 +0800 2011,0,0,0,0,,1,2,2
680,2310517437,耿宜艳,用爱生活，你会使自己幸福！防辐射眼镜有用吗用爱工作，你会使很多人幸福！,,ajsumpuvoue,635773452,f,310,58,606,5023,0,Fri Aug 19 06:29:52 +0800 2011,0,1,0,1,,1,2,2
681,2311230361,aisiying6,心者，栖神之舍；神者，知识之本；思者，神识之妙用也。,,jhblekij,,m,261,45,1252,3273,0,Fri Aug 19 08:15:16 +0800 2011,0,1,0,1,,1,2,2
682,2312650290,姚经姣,只有刚强的人，才有神圣的意志，凡是战斗的人，才能取得胜利。--歌德,,,634628567,f,552,54,765,5107,0,Tue Aug 16 09:06:04 +0800 2011,0,1,0,1,,0,2,2
683,2312971000,谷平强,书籍是造就灵魂的工具。,,,634534051,m,267,42,1293,2952,0,Tue Aug 16 11:16:34 +0800 2011,0,1,0,1,,0,2,2
684,2313396402,黄微婉,多办一所学校，就可少建一座监狱。,,,639453012,m,260,54,600,3798,0,Tue Aug 16 14:43:47 +0800 2011,0,1,0,1,,0,2,2
685,2313553634,岑咏娣,辛苦一年，收益一生。,,1,609678292,f,353,48,543,3712,0,Tue Aug 16 15:44:41 +0800 2011,0,1,0,1,,1,2,2
686,2313738134,公谅柔,生活的道路一旦选定，就要勇敢地走到底，决不回头。--左拉,,,,f,287,46,1315,3670,0,Tue Aug 16 16:39:58 +0800 2011,0,1,0,1,,1,2,2
687,2313806162,许力保,这种落于俗套的高贵和风雅是再平庸低劣不过的。,,,637567464,f,309,52,526,3707,0,Tue Aug 16 17:44:42 +0800 2011,0,1,0,1,,1,2,2
688,2313835904,竺航亨,人生是花，而爱是花蜜。,,,633174568,m,262,54,837,5098,0,Tue Aug 16 18:03:09 +0800 2011,0,1,0,1,,1,2,2
689,2313846504,缪育,人生下来不是为了抱着锁链，而是为了展开双翼。,,,609234027,f,283,48,566,2007,0,Tue Aug 16 17:33:47 +0800 2011,0,1,0,1,,1,2,2
690,2313890414,衡涵易b,再长的路，一步步也能走完，再短的路，不迈开双脚也无法到达。,,1,634017896,m,285,62,1351,4307,0,Tue Aug 16 17:59:38 +0800 2011,0,1,0,1,,1,2,2
691,2313923422,管勤怡,所谓活着的人，就是不断挑战的人，不断攀登命运峻峰的人。,,,,m,298,45,1312,3269,0,Tue Aug 16 18:55:01 +0800 2011,0,1,0,1,,1,2,2
692,2314439125,巫犒宜,书籍是造就灵魂的工具。,,,,f,280,45,1712,3641,0,Sun Aug 21 00:35:44 +0800 2011,0,1,0,1,,0,2,2
693,2314780400,危莎,理想是力量的泉源智慧的摇篮冲锋的战旗斩棘的利剑。,,,634586225,f,284,46,770,3457,0,Tue Aug 16 23:49:43 +0800 2011,0,1,0,1,,1,2,2
694,2314890012,韩碧春lld,敢于冲撞命运才是天才。,,,634001282,f,346,49,608,3781,0,Wed Aug 17 00:19:18 +0800 2011,0,1,0,1,,1,2,2
695,2314903584,富秋艺,再露锋芒，宜将剩勇追穷寇；一展鸿图，不可沽名学霸王。,,,632745614,f,301,63,503,5175,0,Wed Aug 17 00:51:07 +0800 2011,0,1,0,1,,0,2,2
696,2315227254,芮力生,哪里有思想，哪里就有威力。,,,609163567,m,427,42,522,3587,0,Wed Aug 17 07:46:39 +0800 2011,0,1,0,1,,1,2,2
697,2315404062,訾岩星,灰心生失望，失望生动摇，动摇生失败。,,,601249102,m,280,47,420,4962,0,Wed Aug 17 09:11:59 +0800 2011,0,1,0,1,,1,2,2
698,2315653877,竺壮辰,灰心生失望，失望生动摇，动摇生失败。,,,604274678,m,249,69,577,4928,0,Mon Aug 22 07:02:22 +0800 2011,0,1,0,1,,1,2,2
699,2315691322,贾古韵xcq,书籍是造就灵魂的工具。,,1,636780732,m,284,39,826,2258,0,Wed Aug 17 11:45:56 +0800 2011,0,1,0,1,,1,2,2
700,2315798742,仰腾,人家帮我，永志不忘；我帮人家，莫记心头。－－华罗庚,,,606337456,m,287,39,1284,3696,0,Wed Aug 17 12:41:09 +0800 2011,0,1,0,1,,1,2,2
701,2316004973,纪尽可,进步，意味着目标不断前移，阶段不断更新，它的视野总是不断变化的。,,,609135671,m,259,50,502,4251,0,Mon Aug 22 11:11:18 +0800 2011,0,1,0,1,,1,2,2
702,2316012670,孟蓉妍,最高的圣德便是为旁人着想。,,,639320129,f,311,54,751,2826,0,Wed Aug 17 14:15:10 +0800 2011,0,1,0,1,,1,2,2
703,2316325355,能以才,青年人，我们要鼓足勇气！不论现在有人要怎样与我们为难，我们的前途一定美好。,,,,m,261,65,1929,3735,0,Mon Aug 22 09:12:06 +0800 2011,0,1,0,1,,1,2,2
704,2316554095,益萍环,人的智慧掌握着三把钥匙，一把开启数字，一把开启字母，一把开启音符。知识思想幻想就在其中。,,,,m,245,40,484,3626,0,Mon Aug 22 11:21:02 +0800 2011,0,1,0,1,,1,2,2
705,2316634410,印茜姣,人生不是一种享乐，而是一桩十分沉重的工作。,,,639567233,f,358,54,787,3417,0,Wed Aug 17 17:42:09 +0800 2011,0,1,0,1,,1,2,2
706,2316946987,项茜婵,我好像一只牛，吃的是草，挤出的是奶、血。－－鲁迅,,,,m,253,47,1290,3793,0,Mon Aug 22 21:55:57 +0800 2011,0,1,0,1,,1,2,2
707,2317923675,MZ-刁民,无选票，不纳税！,,,,m,813,130,517,3852,32,Tue Aug 23 08:13:04 +0800 2011,1,0,0,1,,0,1,2
708,2319410654,祯一rea1,JazzyCOLA,,puiyingchen,,m,231,109,231,474,19,Fri Aug 26 23:56:51 +0800 2011,0,1,0,1,,1,2,2
709,2320662487,Obelia7,,,,,f,73,12,204,1032,2,Sat Nov 19 20:13:40 +0800 2011,0,1,0,1,,2,2,2
710,2321634035,一颗豆包,既然知道路远，那从明天开始就要早点出发。,,1,,f,130,33,276,3132,89,Wed Aug 24 23:34:09 +0800 2011,0,1,0,1,,1,2,2
711,2322343174,费言致,教育！科学！学会读书，便是点燃火炬；每个字的每个音节都发射火星。,,,634156123,m,341,53,196,3631,0,Fri Aug 19 13:25:54 +0800 2011,0,1,0,1,,1,1,2
712,2322869707,小道信息,中国最奢侈不是豪车、豪宅，而是道德底线与触及灵魂的思想。,,xiaodaoxinxi,,m,17279,2331,2420,32600,510,Thu Aug 25 18:24:30 +0800 2011,0,0,0,1,,3,1,2
713,2324248362,娄紧峰,在任何科学上的雏形，都有它双重的形象：胚胎时的丑恶，萌芽时的美丽。,,,635676460,m,248,65,595,5824,0,Sat Aug 20 05:58:52 +0800 2011,0,1,0,1,,1,2,2
714,2325210540,怀吾爽,人们不能没有面包而生活；人们也不能没有祖国而生活。,,,634554216,m,414,58,1897,3963,0,Sat Aug 20 15:11:16 +0800 2011,0,1,0,1,,1,2,2
715,2325700394,漫步的雨人,,,,,m,204,27,233,48,185,Sat Aug 20 19:07:08 +0800 2011,0,1,0,1,,2,2,2
716,2326008760,戎融,不要等待机会，而要创造机会。,,,634541225,m,342,56,548,2823,0,Sat Aug 20 21:39:31 +0800 2011,0,1,0,1,,1,2,2
717,2326523790,萧腾鹏,给予是能使人产生优越感的。,,,,m,294,42,410,3567,0,Sun Aug 21 01:55:03 +0800 2011,0,1,0,1,,1,2,2
718,2326593000,燕倩莲,第一个青春是上帝给的；（名人名言 www.shszc.com）第二个的青春是靠自己努力的。,,,634535416,m,361,48,559,3793,0,Sun Aug 21 03:00:00 +0800 2011,0,1,0,1,,2,2,2
719,2327427242,hujin68,这种落于俗套的高贵和风雅是再平庸低劣不过的。,,,,m,247,37,1250,5174,0,Sun Aug 21 12:56:21 +0800 2011,0,1,0,1,,2,2,2
720,2327974401,宪辛海,我虽谈不上崇高，却难沦为卑鄙者：不与卑鄙者为伍，不与腐朽者同道，不与鬼魅合污！我愿尽我一生，为我的墓志铭刻上崇高二字！,,,,m,319,39,41,1325,9,Sat Aug 27 22:52:11 +0800 2011,0,1,0,1,,0,1,2
721,2328301014,徐离译,人民是土壤，它含有一切事物发展所必须的生命汁液；而个人则是这土壤上的花朵与果实。－－别林斯基,,1,635156766,m,268,47,1305,3777,0,Sun Aug 21 20:11:16 +0800 2011,0,1,0,1,,2,2,2
722,2328920585,骑兵晶晶,胸中有血 心中有伤 大隐于市,,,,m,2028,1029,1178,20983,13,Sun Aug 28 14:39:14 +0800 2011,0,0,0,1,,0,1,2
723,2329244700,钱舟磊,哪里有思想，哪里就有威力。,,,601272957,f,456,44,556,4087,0,Mon Aug 22 07:36:59 +0800 2011,0,1,0,1,,1,2,2
724,2329945282,盍高勤,人的一生可能燃烧也可能腐朽，我不能腐朽，我愿意燃烧起来！,,,,m,249,50,523,4198,0,Mon Aug 22 13:07:28 +0800 2011,0,1,0,1,,1,2,2
725,2330709102,慕容汤壮,人生不是一种享乐，而是一桩十分沉重的工作。,,,,m,305,54,1287,4293,0,Mon Aug 22 18:38:48 +0800 2011,0,1,0,1,,2,2,2
726,2332249281,钭环瑾,人的智慧掌握着三把钥匙，一把开启数字，一把开启字母，一把开启音符。知识、思想、幻想就在其中。,,bnyofjpq,637963454,f,321,38,528,5017,0,Tue Aug 30 09:28:24 +0800 2011,0,1,0,1,,1,2,2
727,2336063557,现在的你应该很幸福吧,,,,,m,64,15,106,303,1,Wed Aug 31 19:33:53 +0800 2011,0,1,0,1,,2,2,2
728,2343349943,妞妞crazy,真的很忙很忙,,,,m,45,6,251,655,22,Mon Sep 05 11:16:27 +0800 2011,0,1,0,1,,3,2,2
729,2345884373,火的意志之培轩,,http://weibo.com/u/2345884373,,,m,71,23,597,1238,13,Tue Sep 06 18:17:04 +0800 2011,0,1,0,1,,3,2,1
730,2346742404,大士院小熊,After Frustration,,,,m,395,236,394,135,3,Sat Aug 27 00:54:38 +0800 2011,0,1,0,1,,0,2,2
731,2352950947,SW_Me,^_^,,,,m,38,19,403,7,2,Sat Dec 15 08:49:11 +0800 2012,0,1,0,1,,3,3,2
732,2356007281,LynhomWong,爱搞机，爱科技。,,,,m,39,14,78,1997,0,Tue Sep 13 15:29:42 +0800 2011,0,1,0,1,,1,3,2
733,2357553200,may95650,书籍是造就灵魂的工具。,,kwvxtrzmlsayopxknocg,639456497,f,420,40,1271,5666,0,Tue Aug 30 01:31:14 +0800 2011,0,1,0,1,,2,2,2
734,2358216624,蓟飞,人的智慧掌握着三把钥匙，一把开启数字，一把开启字母，一把开启音符。知识、思想、幻想就在其中。,,gdbpyptyotwtj,634511745,f,286,47,1833,3042,0,Tue Aug 30 08:00:12 +0800 2011,0,1,0,1,,2,2,2
735,2358401210,濮阳琦娜,当一个小小的心念变成成为行为时，便能成了习惯；从而形成性格，而性格就决定你一生的成败。,,xpperybu,634223424,f,310,38,511,4927,0,Tue Aug 30 09:22:02 +0800 2011,0,1,0,1,,1,2,2
736,2358461644,谁帮我编辑昵称,真不赖！,,zhangjie101616,,m,324,66,197,8082,4,Tue Aug 30 09:45:34 +0800 2011,0,1,0,1,,0,1,2
737,2360373221,树是风的拐杖,自强不息，厚德载物，自由思想，独立人格,http://weibo.com/u/2360373221,WangYinwoaini,,m,69,12,129,995,1,Fri Sep 16 00:48:34 +0800 2011,0,0,0,1,,1,2,1
738,2360422024,应树,所谓活着的人，就是不断挑战的人，不断攀登命运峻峰的人。,,jvrvvvgcnhqnp,630112326,f,428,32,1849,1607,0,Tue Aug 30 19:26:24 +0800 2011,0,1,0,1,,2,2,2
739,2365188025,我困了拜拜,准程序猿?  死宅男?   爱周杰伦?爱游戏? 我也想当个理想主义者。,,,,m,276,67,223,6338,366,Sat Sep 17 20:05:14 +0800 2011,0,0,0,1,,0,2,2
740,2369821024,呼风唤雨的王萝卜酱,愿有岁月可回首，且以深情共白头,,,,m,136,47,78,752,1,Tue Sep 06 19:59:21 +0800 2011,0,1,0,1,,0,2,2
741,2384809921,重度孤独女患者,八卦人生,,,,f,112,0,407,81,1946,Tue Sep 27 17:50:58 +0800 2011,0,1,0,1,,3,3,2
742,2390454924,小改的芒果,迄今为止的人生三大爱好——篮球，电影，骑行。,,,,m,158,63,226,448,3,Mon Sep 12 11:53:49 +0800 2011,0,1,0,1,,1,2,2
743,2390832375,送你一匹马__,yyy,,,,m,749,243,305,2566,2889,Sat Oct 01 10:02:39 +0800 2011,0,1,0,1,,0,2,2
744,2398842775,水木无心1985,一定要做一个善良，又努力的男人。不以物喜，不以己悲。稳定的情绪，恬然的心境:) 一点一滴，自勉淡然微笑，相信有一天梦想照进现实。,http://www.douban.com/people/1377411/,shuimuwuxin,,m,207,100,252,7729,5178,Sat Oct 15 18:19:21 +0800 2011,0,1,0,1,,1,2,1
745,2402958685,瞧瞧热闹的,绿林一片，难穷极目。反而在树荫下、草丛里明显着种种非凡热闹，忍不住仔细瞧瞧。,,,,m,191,39,548,2834,5,Sun Oct 09 14:38:06 +0800 2011,0,1,0,1,,1,2,2
