userid,idstr,screen_name,name,province,city,location,description,url,profile_url,user_domain,weihao,gender,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,ucreate_at,allow_all_act_msg,geo_enabled,verified,allow_all_comment,verified_reason,credibility
1802731462,1802731462,路遥马荒,路遥马荒,31,13,上海 宝山区,聚散分离，不过是寻常。,http://qing.sina.com.cn/home,dupek,dupek,,m,1323,594,706,2639,236,Mon Aug 30 09:16:05 +0800 2010,0,1,0,1,,1
1802985025,1802985025,撰擇簡單,撰擇簡單,35,2,福建 厦门,,,u/1802985025,,,m,48,4,60,0,0,Thu Aug 26 10:14:06 +0800 2010,0,1,0,0,,3
1804326510,1804326510,愿同,愿同,61,1,陕西 西安,心意难违,,81899717,laventeliliu0712,81899717.0,f,649,65,375,1085,351,Tue Aug 31 18:02:52 +0800 2010,0,1,0,1,,2
1804528321,1804528321,Jac伟,Jac伟,400,5,海外 加拿大,在路上,,513392678,yuleiinparis,513392678.0,m,790,131,165,106,1,Wed Sep 01 04:46:22 +0800 2010,0,0,0,1,,2
1807291010,1807291010,大思葵,大思葵,35,4,福建 三明,“这个路口一走就是几年”,http://blog.sina.com.cn/ccwtctc,ccwtctc,ccwtctc,,m,118,60,96,26,176,Sun Sep 05 20:58:23 +0800 2010,0,1,0,1,,3
1809020002,1809020002,鬼马好人JamChow,鬼马好人JamChow,44,6,广东 佛山,翠竹苍郁唯暖家 冰月惜情愿深铭,http://blog.sina.com.cn/u/1809020002,u/1809020002,,,m,299,50,381,1601,1059,Thu Sep 09 18:41:17 +0800 2010,0,1,0,1,,2
1809653592,1809653592,郭郭杰_感谢伱,郭郭杰_感谢伱,52,1,贵州 贵阳,…IRIS…,,u/1809653592,,,m,171,99,120,70,30,Fri Sep 10 16:21:17 +0800 2010,0,1,0,1,,3
1811366807,1811366807,GK目标是66KG,GK目标是66KG,32,1,江苏 南京,剑走偏锋！,,u/1811366807,,,m,598,274,508,8519,2015,Wed Nov 24 12:25:29 +0800 2010,0,1,0,1,,1
1811400670,1811400670,健民学俄语,健民学俄语,37,2,山东 青岛,生活没有想象力,http://t.sina.com.cn/setting?focus=blog,u/1811400670,,,m,186,77,201,630,29,Sat Sep 11 23:45:39 +0800 2010,0,1,0,1,,2
1811983517,1811983517,drupal168,drupal168,44,1,广东 广州,皇马、恒大球迷 ，drupal爱好者,,lcnphp,lcnphp,,m,338,67,882,2043,25,Sun Sep 05 15:10:00 +0800 2010,0,0,0,1,,2
1813372240,1813372240,三工老兵,三工老兵,32,1000,江苏,卡殿她爹,,u/1813372240,,,m,60,7,44,216,11,Mon Sep 13 15:38:21 +0800 2010,0,1,0,1,,3
1818814107,1818814107,邵小鸟不要脸谁信呀那么好的男子,邵小鸟不要脸谁信呀那么好的男子,400,45,海外 沙特阿拉伯,1,,u/1818814107,,,m,257,87,691,1720,1,Sun Sep 12 17:20:30 +0800 2010,0,1,0,1,,2
1819318401,1819318401,央视体育,央视体育,11,1000,北京,CCTV5新媒体——中国网络电视台体育台官方微博sports.cntv.cn,http://sports.cntv.cn/,cntvsports,cntvsports,,f,910944,98,115,30878,71,Mon Sep 13 11:40:15 +0800 2010,1,1,1,1,CCTV5新媒体--央视网体育官方微博sports.cntv.cn,0
1820289514,1820289514,小驴嘻嘻,小驴嘻嘻,21,1,辽宁 沈阳,日子天天過，我們也漸漸地老去……,,u/1820289514,,,f,845,232,296,22738,40,Fri Sep 17 12:26:35 +0800 2010,0,1,0,0,,2
1821359765,1821359765,徐杨Jacky,徐杨Jacky,37,13,山东 临沂,放下烤羊腿，直奔小龙虾。但愿你的世界，有新的执迷不悔。,http://blog.sina.com.cn/u/1821359765,u/1821359765,,,m,1150,10,148,3035,78,Sat Sep 18 22:47:10 +0800 2010,1,1,0,1,,2
1821726142,1821726142,很潮的魔鬼,很潮的魔鬼,51,1,四川 成都,认清现实 保持幻想,,u/1821726142,,,m,155,85,274,267,6,Sun Sep 30 15:28:17 +0800 2012,0,1,0,0,,2
1822033747,1822033747,Tina-Fay,Tina-Fay,400,7,海外 澳大利亚,"Once in blue,forever blue.....爱生活,爱蓝狮,爱小唐",,tinafay,tinafay,,m,294,24,102,122,0,Mon Sep 20 23:02:03 +0800 2010,0,1,0,1,,2
1824447480,1824447480,2112爱摇摇爱创办人,2112爱摇摇爱创办人,12,1000,天津,魔法时刻尽在21:12给你最想要的！微信在手，要啥都有！摇一摇！拿出手机，我们万人同摇！！微信摇起来！见证奇迹的时刻！微信qr52880,,u/1824447480,,,m,94,24,197,471,1,Tue Sep 21 14:11:42 +0800 2010,0,1,0,1,,2
1825023643,1825023643,Cristiano2狗,Cristiano2狗,51,1,四川 成都,脑袋大 脖子粗，不是大款就伙夫。,,zhangdaguode,zhangdaguode,,m,148,26,110,464,8,Sat Oct 02 02:44:30 +0800 2010,0,1,0,1,,2
1826822564,1826822564,CUC_LBJ向MJC进军,CUC_LBJ向MJC进军,11,1000,北京,再为自己拼一次，MJC等我,,u/1826822564,,,m,716,204,287,807,13,Thu Sep 23 21:41:15 +0800 2010,0,1,0,1,,1
1826968251,1826968251,FamilyPlus,FamilyPlus,400,1,海外 美国,淘宝店铺; Family Plus 家加童装http://shop113015178.taobao.com/,,u/1826968251,,,f,356,11,461,836,139,Thu Oct 07 15:58:06 +0800 2010,0,0,0,1,,2
1827684561,1827684561,Mashin琪的第二人生,Mashin琪的第二人生,37,9,山东 泰安,唯有梦想才配让你不安，唯有行动才能解除你所有的不安。,,u/1827684561,,,f,291,80,442,2166,324,Mon Jan 09 09:17:00 +0800 2012,0,1,0,1,,2
1827881685,1827881685,怆人,怆人,33,1,浙江 杭州,,,u/1827881685,,,m,59,8,100,56,2,Sat Oct 09 22:45:38 +0800 2010,0,1,0,1,,3
1828630464,1828630464,Mr不,Mr不,37,2,山东 青岛,惜缘……,http://blog.sina.com.cn/u/1828630464,zuiloveyou,zuiloveyou,,m,949,40,139,150,12,Sat Sep 25 22:04:22 +0800 2010,0,1,0,0,,2
1831571612,1831571612,偶-在大路上,偶-在大路上,41,1,河南 郑州,,,u/1831571612,,,m,81,23,323,704,52,Mon Sep 27 19:10:07 +0800 2010,0,1,0,1,,2
1836533120,1836533120,曾令俊zlj,曾令俊zlj,44,13,广东 惠州,头像即自拍,,zzzzzlj,zzzzzlj,,m,139,105,241,1496,0,Sun Oct 31 12:01:51 +0800 2010,0,1,0,1,,2
1836819314,1836819314,LeroyEternitY,LeroyEternitY,42,11,湖北 黄冈,,,u/1836819314,,,m,24,7,30,39,12,Thu Sep 30 21:13:42 +0800 2010,0,0,0,1,,3
1837515163,1837515163,Mr_阿五,Mr_阿五,35,5,福建 泉州,别来无恙，你在心上。,,u/1837515163,,,m,487,98,181,2810,355,Sun Oct 24 07:28:15 +0800 2010,0,1,0,1,,1
1837625645,1837625645,PLL乐乐,PLL乐乐,35,1000,福建,forever love —爱久见人心,,271637342,,271637342.0,m,1000,235,443,9662,875,Sun Oct 24 10:07:51 +0800 2010,1,1,0,1,,2
1837718741,1837718741,吴思岐,吴思岐,43,7,湖南 常德,推理 科幻 曼联 英格兰 dota,http://blog.sina.com.cn/ndubz,ndubz,ndubz,,m,316,147,384,1772,18,Sun Oct 24 12:25:59 +0800 2010,0,1,0,1,,1
1840423833,1840423833,金牛座万大爺,金牛座万大爺,46,2,海南 三亚,你给我翻译翻译，神马叫做TMD惊喜.？,,535542342,wanhuiming,535542342.0,m,641,61,817,7024,59,Wed Oct 27 18:08:50 +0800 2010,0,1,0,0,,2
1840723110,1840723110,王志Zzz,王志Zzz,51,1000,四川,人丑，我们当朋友嘛,,u/1840723110,,,m,154,62,190,127,112,Sun Oct 03 22:39:33 +0800 2010,1,1,0,1,,2
1843088410,1843088410,馅饼控小日同学来了,馅饼控小日同学来了,100,1000,其他,有话好好说，千万不要放自拍,,u/1843088410,,,m,279,61,196,2656,5,Tue Oct 05 22:10:32 +0800 2010,0,1,0,1,,1
1843446670,1843446670,在路上whong,在路上whong,31,15,上海 浦东新区,选择了远方，就用心去流浪……,,u/1843446670,,,m,116,8,421,1862,5,Tue Apr 05 09:47:17 +0800 2011,0,1,0,1,,2
1844774081,1844774081,吳達裕,吳達裕,44,5,广东 汕头,先能站住腳，才能謀發展,,u/1844774081,,,m,691,258,417,1525,152,Tue Nov 02 15:13:42 +0800 2010,0,1,0,1,,1
1846733415,1846733415,佳佳潮铺AJ,佳佳潮铺AJ,32,1000,江苏,微信:AJ666606，主要出东莞最好原厂货，少量公司货。支付方式:jiaofeng889@126.com,,u/1846733415,,,m,13,0,51,45,1,Thu Nov 04 07:28:20 +0800 2010,0,1,0,1,,3
1846973925,1846973925,樑上校,樑上校,44,13,广东 惠州,,,u/1846973925,,,m,98,16,76,254,3,Thu Nov 04 11:45:38 +0800 2010,0,1,0,1,,2
1847372960,1847372960,callme宏神,callme宏神,52,1,贵州 贵阳,,http://blog.sina.com.cn/u/1847372960,u/1847372960,,,m,1749,73,383,1685,151,Sat Oct 09 23:32:20 +0800 2010,0,1,0,1,,1
1847552371,1847552371,wu_yuelin,wu_yuelin,44,1,广东 广州,米兰球迷,,u/1847552371,,,m,646,197,437,3619,4,Thu Nov 04 21:01:20 +0800 2010,1,1,0,1,,1
1849304573,1849304573,阿兰CPA,阿兰CPA,11,6,北京 丰台区,做一个严以律己、宽以待人的屌丝处女男。,,u/1849304573,,,m,178,42,171,1222,228,Sat Nov 06 11:17:06 +0800 2010,1,1,0,1,,2
1849426341,1849426341,胸毛前的红领巾更鲜艳了,胸毛前的红领巾更鲜艳了,45,1,广西 南宁,【胸毛袜子厂厂长。xm-socks.taobao.com 】 ‖P站ID3303602‖俺贱内：@M渣渣,http://shop107671370.taobao.com,bigmanman,bigmanman,,m,13899,228,451,10457,2520,Sat Nov 06 12:53:58 +0800 2010,1,0,0,1,,2
1850117891,1850117891,DZLCHOW,DZLCHOW,44,1,广东 广州,自由可贵,,super8888,super8888,,m,911,229,330,1335,855,Fri Nov 12 23:01:24 +0800 2010,0,1,0,1,,1
1850969487,1850969487,梦梦丶·,梦梦丶·,45,1,广西 南宁,只要我们有勇气去追逐，我们所有的梦想都能成为现实。,,u/1850969487,,,f,1097,9,79,36,2,Sun Nov 07 19:42:12 +0800 2010,0,1,0,1,,3
1851511647,1851511647,彼岸蔷薇33,彼岸蔷薇33,100,1000,其他,,,u/1851511647,,,f,144,0,48,657,183,Mon Nov 08 12:00:02 +0800 2010,0,1,0,0,,3
1854351703,1854351703,lucky鱼鱼鱼,lucky鱼鱼鱼,33,1,浙江 杭州,若批评不自由，则赞美无意义。,,hzyxp,hzyxp,,m,1316,76,744,9853,1950,Thu Nov 11 07:16:35 +0800 2010,0,1,0,0,,2
1855508204,1855508204,乱步熊,乱步熊,33,1,浙江 杭州,「泰山崩于前，我依然沐浴更衣焚香沏茶，诚心正意，手起键落。 Hello World！」,,ifuego,ifuego,,m,500,42,423,1922,2610,Fri Oct 15 16:28:49 +0800 2010,0,0,0,0,,2
1856123217,1856123217,Always_falling_rain,Always_falling_rain,41,10,河南 许昌,阡陌于尘，淡忘于世！,http://blog.alwaysfallingrain.com.cn,577445231,alwaysfallingrain,577445231.0,m,464,70,180,1565,16,Fri Nov 12 19:30:42 +0800 2010,0,1,0,1,,1
1857263650,1857263650,何庆Nico,何庆Nico,400,20,海外 意大利,不高不矮，不肥不瘦，不帅不丑，不刚不柔，不娘不悍，不勤不惰，不温不躁，不寡不贫。,,u/1857263650,,,m,849,190,302,7379,2,Sun Oct 17 20:35:57 +0800 2010,0,1,0,1,,1
1861358163,1861358163,ChenChao泡子,ChenChao泡子,44,1,广东 广州,反五毛，反公知,,u/1861358163,,,m,78,11,76,382,5,Sat Nov 13 21:28:56 +0800 2010,0,1,0,0,,2
1866144737,1866144737,WYY_chen,WYY_chen,44,1,广东 广州,爱是恒久忍耐-忍耐并不是压抑，而是因为懂得所以悦纳。,http://bit.ly/MN3AbA,czr2011,czr2011,,m,898,60,464,3590,440,Thu Nov 18 10:13:47 +0800 2010,0,1,0,1,,2
1867112470,1867112470,张大雨zy,张大雨zy,11,5,北京 朝阳区,,,u/1867112470,,,m,241,17,380,1335,52,Wed Nov 03 08:10:59 +0800 2010,0,1,0,1,,2
1868618740,1868618740,阙承要学习Cplusplus,阙承要学习Cplusplus,42,1,湖北 武汉,要你读书你去喂猪,,u/1868618740,,,m,188,111,164,661,3,Thu Nov 04 19:33:40 +0800 2010,0,1,0,1,,2
1869170057,1869170057,统计之都,统计之都,11,8,北京 海淀区,专业、人本、正直的中国统计学门户网站。,http://cos.name,cosname,cosname,,m,29357,360,500,2266,39,Sun Nov 21 07:00:24 +0800 2010,1,0,0,1,,2
1874696622,1874696622,Superfish620,Superfish620,11,2,北京 西城区,奇文共欣赏，好酒同品尝。清水出芙蓉，碧血洗银枪。。。即刻开启人渣模式！,,u/1874696622,,,m,183,54,340,927,176,Fri Nov 12 20:57:09 +0800 2010,0,1,0,1,,2
1875630401,1875630401,Max励志做百分百男人,Max励志做百分百男人,33,3,浙江 温州,,,toroc,toroc,,m,395,107,220,132,23,Fri Nov 26 21:08:36 +0800 2010,0,1,0,1,,2
1875758667,1875758667,哈比比-假装在上海,哈比比-假装在上海,31,6,上海 静安区,适度闷骚小小害羞偶尔唏嘘的o型血狮子男,,u/1875758667,,,m,1025,125,376,2,86,Sat Nov 27 00:31:25 +0800 2010,1,1,0,1,,2
1876026003,1876026003,落卉渊,落卉渊,100,1000,其他,火箭球迷,,u/1876026003,,,m,906,268,430,1388,583,Sat Dec 25 13:41:17 +0800 2010,0,1,0,1,,1
1878581872,1878581872,胡一统-,胡一统-,44,13,广东 惠州,一个傻逼,,huyitong,huyitong,,m,813,173,292,2253,1344,Sun Nov 14 14:16:58 +0800 2010,0,1,0,1,,2
1878687413,1878687413,小神經仙儿,小神經仙儿,51,11,四川 乐山,毫无代价唱最幸福的歌，愿你可。,,u/1878687413,,,f,750,82,263,5547,64,Tue Nov 30 22:19:25 +0800 2010,1,1,0,1,,1
1878695141,1878695141,冯超做一个码农也挺好的嘛,冯超做一个码农也挺好的嘛,11,8,北京 海淀区,,,u/1878695141,,,m,100,55,98,266,6,Sat May 28 01:55:10 +0800 2011,0,0,0,0,,3
1879176731,1879176731,小温心儿,小温心儿,100,1000,其他,,,lanling19,lanling19,,f,448,18,53,65,0,Fri Oct 14 15:57:28 +0800 2011,0,0,0,0,,2
1879784535,1879784535,ousui727,ousui727,22,1000,吉林,,,u/1879784535,,,m,9,3,37,22,2,Thu Dec 02 09:26:11 +0800 2010,0,0,0,1,,3
1879829767,1879829767,Rockie龍,Rockie龍,61,1,陕西 西安,演出企划、乐队经纪！独立演出或商业洽谈欢迎私信或致电：13572124398,http://www.douban.com/people/waikit/,rockieloon,rockieloon,,m,8164,1880,1987,6643,700,Thu Dec 02 09:49:27 +0800 2010,0,1,1,1,西安音乐演出主办人、独立厂牌菠萝乐场负责人 ,1
1879955294,1879955294,yyanglee,yyanglee,64,1,宁夏 银川,人最难的是让自己明白生活是自己的。,,u/1879955294,,,m,317,25,465,4528,669,Wed Nov 17 20:50:38 +0800 2010,0,1,0,1,,2
1880238574,1880238574,甦公子列传,甦公子列传,100,1000,其他,志在优游,http://blog.sina.com.cn/u/1880238574,u/1880238574,,,m,287,104,280,1602,14,Thu Jan 13 12:49:56 +0800 2011,0,0,0,0,,2
1880622755,1880622755,chiputaobutuputaopib,chiputaobutuputaopib,36,1,江西 南昌,,http://blog.sina.com.cn/zengfanlin19890813,zengfanlin1989,zengfanlin1989,,m,374,82,201,2827,768,Thu Dec 02 23:27:14 +0800 2010,0,0,0,0,,2
1881706967,1881706967,淘气果莉橙,淘气果莉橙,43,1,湖南 长沙,✿゜»SeaGull﹏♥等待﹌就是浪费青春,http://blog.sina.com.cn/u/1881706967,578005586,,578005586.0,f,327,90,214,1225,20,Sat Dec 04 02:34:45 +0800 2010,0,1,0,1,,1
1882242351,1882242351,星承l,星承l,50,5,重庆 江北区,凡夫俗子一枚！,,209997363,xingchenglee,209997363.0,m,457,215,344,1431,5,Sat Dec 04 17:57:49 +0800 2010,0,1,0,1,,1
1882819105,1882819105,流白啊,流白啊,11,8,北京 海淀区,岁月你别催，该来的我不推  该还的还，该给的我给  岁月你别催，走远的我不追  我不过是想道尽原委,http://blog.sina.com.cn/truenotrueno,u/1882819105,,,m,306,57,181,3844,437,Sun Dec 05 10:16:40 +0800 2010,0,1,0,1,,2
1883414403,1883414403,时间嗖嗖的,时间嗖嗖的,32,5,江苏 苏州,人生是一场修行,,u/1883414403,,,m,114,26,160,2387,485,Sun Dec 05 19:34:01 +0800 2010,0,1,0,1,,2
1883685801,1883685801,神奇的点赞侠,神奇的点赞侠,14,2,山西 大同,,,u/1883685801,,,m,37,26,297,155,135,Sat Jan 29 10:05:12 +0800 2011,0,1,0,1,,3
1883881851,1883881851,NBA,NBA,11,1000,北京,"NBA中国公司成立于2008年1月，主要管理NBA在大中华区的联赛相关业务。此前, NBA于1992年在香港设立了大中华区的首个办事处。NBA与中国篮球界的合作及交流源于数十年前，包括1985年首次邀请中国国家队前往美国比赛。目前NBA与中国众多全国及地方电视台和数字媒体结盟，其中包括与NBA合作逾20年，向全国转播NBA赛事的中央电视台。联盟每年为球迷举办数百场基层篮球活动、社区活动, 并与多家本地及国际企业建立了市场合作伙伴关系。",http://china.nba.com/,nba,nba,,m,33036092,108,154,79440,20,Mon Dec 06 11:44:29 +0800 2010,1,1,1,1,NBA官方微博,0
1884930244,1884930244,芝芝Ciisy,芝芝Ciisy,33,2,浙江 宁波,感性、温暖、满满的爱~玫瑰人生,,ciisykisssy,ciisykisssy,,f,1241,27,510,594,1958,Sun Nov 28 17:20:54 +0800 2010,0,1,0,1,,2
1885766083,1885766083,秋日的私语的blog,秋日的私语的blog,81,1000,香港,,,u/1885766083,,,m,232,17,325,3056,774,Tue Dec 07 21:22:20 +0800 2010,0,1,0,1,,2
1885817840,1885817840,付大头_像少年啦飞驰,付大头_像少年啦飞驰,53,29,云南 大理,哎呀别跪了你快起来吧。,,u/1885817840,,,m,180,29,114,441,14,Tue Nov 30 20:05:49 +0800 2010,1,1,0,1,,2
1887001173,1887001173,蔡捷,蔡捷,32,6,江苏 南通,我还需要等你答案等多久。,,u/1887001173,,,m,1547,61,107,16,205,Thu Dec 09 08:43:33 +0800 2010,1,1,0,1,,2
1887471063,1887471063,苏必烈,苏必烈,50,5,重庆 江北区,黑绝白亮,,1987hu,1987hu,,m,566,114,222,1682,14,Thu Dec 09 13:31:54 +0800 2010,0,1,0,0,,2
1890568970,1890568970,尚小小刚,尚小小刚,44,3,广东 深圳,输给追求 嫁给幸福,,u/1890568970,,,m,414,28,136,36,19,Wed Dec 08 09:30:25 +0800 2010,0,1,0,0,,3
1891514773,1891514773,MI咪嗼MO唯美店,MI咪嗼MO唯美店,44,1,广东 广州,正品护肤品代购?nike，nb专柜质量鞋子?一禾三生一级代理❤❤❤常招代理,http://mimobaby.blog.163.com,ohbabymimo,ohbabymimo,,m,4048,199,239,2021,69,Mon Dec 13 11:10:21 +0800 2010,1,1,0,1,,2
1896571103,1896571103,场剧梦,场剧梦,44,1,广东 广州,,,u/1896571103,,,m,33,1,57,70,0,Sat Dec 18 15:41:00 +0800 2010,0,1,0,1,,3
1898439807,1898439807,心若无尘yya,心若无尘yya,33,1,浙江 杭州,,,u/1898439807,,,f,60,5,63,223,3,Mon Dec 20 19:47:31 +0800 2010,0,1,0,1,,3
1899296370,1899296370,天上掉下绣花针2011,天上掉下绣花针2011,44,1,广东 广州,,,u/1899296370,,,f,319,256,280,940,1,Thu Mar 17 07:29:43 +0800 2011,0,1,0,1,,2
1899475305,1899475305,李999强,李999强,45,1000,广西,睿睿加油！加油加油加油……愿我的睿睿平安健康早日康复。,,u/1899475305,,,m,115,18,293,3567,10,Wed Dec 22 03:48:29 +0800 2010,1,1,0,1,,2
1902814201,1902814201,cccccchm_,cccccchm_,44,1,广东 广州,支持雷霆.kd,,u/1902814201,,,m,101,33,68,11,5,Sat Dec 25 20:35:39 +0800 2010,0,1,0,1,,3
1903649573,1903649573,盖伊i福克斯,盖伊i福克斯,37,8,山东 济宁,“那个人样子好怪啊！”,http://739255531.com,u/1903649573,,,m,6,1,32,14,0,Sun Dec 26 19:32:34 +0800 2010,0,1,0,0,,3
1906280275,1906280275,卖力飞奔的蜗牛,卖力飞奔的蜗牛,400,5,海外 加拿大,股市搬砖工,,u/1906280275,,,m,210,1,190,956,36,Wed Dec 29 22:33:58 +0800 2010,0,0,0,1,,2
1909532915,1909532915,吱吱咕咕喳喳,吱吱咕咕喳喳,37,1,山东 济南,,http://liqingyang2011.blog.163.com/,u/1909532915,,,m,78,0,77,6,118,Sun Jan 09 14:26:37 +0800 2011,0,1,0,1,,3
1910169601,1910169601,碎花小皮裤君,碎花小皮裤君,32,5,江苏 苏州,有的人吧，她的确不是高冷，她只是反应迟钝加面瘫,,407990560,qhx0427,407990560.0,m,1102,275,431,1865,0,Sun Jan 02 23:46:51 +0800 2011,0,1,0,1,,1
1910531154,1910531154,ritadoudou,ritadoudou,44,1,广东 广州,喜欢玩QQ游戏，喜欢五月天。,,u/1910531154,,,f,115,20,209,688,86,Wed Dec 29 14:47:16 +0800 2010,0,1,0,0,,2
1910920341,1910920341,北纬21度的天空,北纬21度的天空,44,4,广东 珠海,爱是用来偿还的，生命是用来流浪的,,u/1910920341,,,m,92,8,939,410,1,Mon Jan 03 21:50:05 +0800 2011,0,1,0,1,,2
1914478940,1914478940,小小贝7plus,小小贝7plus,400,10,海外 马来西亚,,,wuzilong2011,wuzilong2011,,m,576,89,1355,3561,34,Wed Jan 05 13:47:12 +0800 2011,0,0,0,1,,2
1917612227,1917612227,达仔在南美,达仔在南美,33,1,浙江 杭州,Do what you love and Fuck the rest,http://blog.sina.com.cn/u/1917612227,darwin26,darwin26,,m,434,89,265,1222,2,Tue Jan 11 09:38:46 +0800 2011,0,1,0,1,,1
1917977712,1917977712,双月眩紫簖,双月眩紫簖,33,3,浙江 温州,人生终了，水墨天涯——,http://kuang19890827.blog.163.com/,u/1917977712,,,m,252,98,155,1303,10,Wed Jan 12 12:11:41 +0800 2011,0,1,0,0,,2
1918267404,1918267404,Andre_SCM_IT_在路上,Andre_SCM_IT_在路上,31,5,上海 长宁区,"本人言论与公司无关！！！ APICS - CPIM Certified. Proficient in JAVA, VB, SQL.",,lvliuli,lvliuli,,m,509,66,166,2408,83,Wed Jan 12 22:08:34 +0800 2011,0,1,0,1,,1
1922069313,1922069313,一头雾水ing,一头雾水ing,36,3,江西 萍乡,不忘初心，方得始终。,,u/1922069313,,,m,1330,126,350,176,1,Sat Jan 15 11:02:11 +0800 2011,0,1,1,1,小米BSP工程师,2
1922730641,1922730641,升级中的阿Lee,升级中的阿Lee,45,9,广西 玉林,人艰不拆,,lijianrx,lijianrx,,m,373,59,167,2396,1,Mon Jan 24 00:55:51 +0800 2011,0,1,0,1,,1
1922825420,1922825420,Staciech,Staciech,11,1000,北京,這確實是個雌性。 玩數字遊戲的雌性…極其熱愛…,,u/1922825420,,,f,48,3,49,31,2,Thu Jan 20 13:13:57 +0800 2011,0,1,0,1,,3
1923306690,1923306690,崔Nicole,崔Nicole,44,16,广东 河源,来年陌生的是昨日最亲的某某,,u/1923306690,,,f,298,57,104,210,24,Fri Jan 21 10:32:04 +0800 2011,0,1,0,1,,2
1923353713,1923353713,蓝色漂流瓶dida,蓝色漂流瓶dida,21,3,辽宁 鞍山,请不要接近我，了解我，心疼我，然后离开我。,,u/1923353713,,,f,410,61,199,421,0,Sun Jan 16 16:07:07 +0800 2011,0,1,0,1,,1
1924659451,1924659451,杭电猪肉荣uncle,杭电猪肉荣uncle,33,1,浙江 杭州,微信：BlueMary41，不知名半吊子段子手,,u/1924659451,,,m,420,198,347,926,640,Mon Jan 17 17:03:32 +0800 2011,0,1,0,1,,1
1926780195,1926780195,朕的腹肌是你随便摸的吗,朕的腹肌是你随便摸的吗,45,1000,广西,快看ﾍ(￣ ￣;ﾍ)我要变身辣,,u/1926780195,,,f,409,82,229,4218,112,Wed Jan 19 10:37:31 +0800 2011,0,1,0,1,,1
1926909715,1926909715,第一财经日报,第一财经日报,31,1,上海 黄浦区,中国第一份市场化的财经日报，以“对时代负责”作为办报理念，坚持权威主流、专业负责、理性大气、贴近市场的编辑方针。每周一至周六出版。,,yicairibao,yicairibao,,m,4686842,1536,1995,28079,161,Wed Jan 19 11:46:29 +0800 2011,1,0,1,1,第一财经日报官方微博,0
1927619863,1927619863,踢足球的大熊,踢足球的大熊,37,9,山东 泰安,,,u/1927619863,,,m,17,4,38,12,1,Wed Jan 19 18:40:30 +0800 2011,0,1,0,1,,3
1927861433,1927861433,Sky7-5,Sky7-5,11,11,北京 房山区,每天能把你抱在怀里、就是最幸福的事。,,u/1927861433,,,m,157,68,157,923,186,Wed Jan 19 22:23:15 +0800 2011,0,1,0,0,,2
1929181831,1929181831,景谷清,景谷清,33,4,浙江 嘉兴,单身汪、大学汪、东方汪、足球汪、追番汪、伪程序汪、青铜汪、舰汪,,271717529,markjovy,271717529.0,m,1208,197,271,7889,1792,Fri Jan 21 00:44:56 +0800 2011,0,1,0,1,,2
1931118675,1931118675,Xiao馬马馬马馬,Xiao馬马馬马馬,51,9,四川 遂宁,求莫名堂,,u/1931118675,,,m,323,158,343,1445,149,Sat Jan 22 21:49:48 +0800 2011,0,1,0,1,,2
1931257885,1931257885,MacchaC,MacchaC,44,3,广东 深圳,时间同距离,http://xiaopengqilead.blog.163.com/,u/1931257885,,,m,1191,139,240,1420,5,Sun Jan 23 00:44:27 +0800 2011,1,1,0,1,,1
1933980381,1933980381,天外小飞贼,天外小飞贼,12,12,天津 津南区,屌丝一枚,,u/1933980381,,,m,30,11,72,44,0,Tue Jan 25 12:39:43 +0800 2011,0,1,0,1,,3
1935400035,1935400035,董乃歌是学姐,董乃歌是学姐,22,1,吉林 长春,微博认证：华谊兄弟签约女艺人we chat ：dongnaige,,u/1935400035,,,f,789,283,682,321,0,Wed Jan 26 13:38:37 +0800 2011,0,1,0,1,,2
1939246915,1939246915,小阿未XW,小阿未XW,33,2,浙江 宁波,总有一天你会明白，人首先要爱自己,,u/1939246915,,,m,695,52,106,41,3,Fri Jan 28 20:53:51 +0800 2011,0,1,1,1, 移动商务师,2
1940798632,1940798632,总裁语录,总裁语录,11,5,北京 朝阳区,我的精彩，你来评阅！,http://weibo.com/232978979,776944882,chinaxinwen,776944882.0,m,1468661,1619,2064,44990,12916,Tue Feb 15 21:13:57 +0800 2011,0,0,0,1,,1
1941330097,1941330097,悖论-先生,悖论-先生,44,1000,广东,所以动心忍性，增益其所不能。,,u/1941330097,,,m,142,25,328,556,3,Sun Jan 30 00:30:04 +0800 2011,0,1,0,0,,2
1943791713,1943791713,Ronnie_Fu,Ronnie_Fu,31,12,上海 闵行区,在PM领域挣扎的同济人,,fudongqiang,fudongqiang,,m,2764,214,260,8573,1,Mon Jan 31 21:20:49 +0800 2011,0,1,1,1,上海安亚科技咨询有限公司 董事总经理,1
1945918391,1945918391,Baipnle,Baipnle,44,3,广东 深圳,@新洋与我 与W,,132497656,xinyangants,132497656.0,m,119,30,238,2300,423,Tue Feb 01 19:48:39 +0800 2011,0,1,0,1,,2
1946571274,1946571274,饕餮12010,饕餮12010,36,11,江西 上饶,来自D版带着爱,,u/1946571274,,,m,225,22,162,1576,23,Sat Feb 19 19:10:10 +0800 2011,1,0,0,1,,2
1946686304,1946686304,柯瑾毓慧,柯瑾毓慧,53,4,云南 玉溪,头发卷卷的小卷毛。,,u/1946686304,,,f,136,44,555,316,2,Thu May 19 22:14:31 +0800 2011,0,1,0,1,,2
