"cid","sid","userid","reply2Id","mid_num","idstr","ctext","csource","create_at"
"3827168222432180","3827166725241597","2949195187",NULL,"3827168222432180","3827168222432180","相关措施就是 反腐！","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Thu Apr 02 13:11:12 +0800 2015"
"3827168230074679","3827166725241597","2828954920",NULL,"3827168230074679","3827168230074679","其实跟相关政策关系不大 代购市场链完善也会如此的 进口政策也在放宽 边际价值也在降低 水比钻石重要 钻石却比水贵那么多无非就是因为稀缺 市场铺开之后边际价值就低了 现在lv三线城市中产也很普及了 富太太拿它就没有档次了","<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>","Thu Apr 02 13:11:14 +0800 2015"
"3827168285410911","3827166725241597","2949195187",NULL,"3827168285410911","3827168285410911","回复@青春路上的帅小帅:想多了","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Thu Apr 02 13:11:27 +0800 2015"
"3827168473837652","3827166725241597","5086075729",NULL,"3827168473837652","3827168473837652","关于本人举报漆河派出所这微博，目前纪委已经在调查此事，本人是原作者，也是受害者家属，在此期间有人私底下找过本人和本人父母，如果未来本人受到意外伤害，求网友保留证据，继续积极的对抗！！谢谢！！本人是共产党员，曾经为了阻止被黑社会破坏公共财物，被砍过数刀，完全能够承担一切网络责任！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 13:12:12 +0800 2015"
"3827168523704448","3827166725241597","2008779313","3827168285410911","3827168523704448","3827168523704448","回复@sashalalala:哈哈，就是这么说笑一下而已","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 13:12:23 +0800 2015"
"3827168960331563","3827166725241597","1885766083",NULL,"3827168960331563","3827168960331563","很正常。第一次出国都是很激动的傻冒，到处花钱。去过几次就理性了。","<a href=""http://app.weibo.com/t/feed/4ACxed"" rel=""nofollow"">iPad客户端</a>","Thu Apr 02 13:14:08 +0800 2015"
"3827169732514371","3827166725241597","1351996925",NULL,"3827169732514371","3827169732514371","巴黎又不便宜，去看看港行和日本","<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>","Thu Apr 02 13:17:12 +0800 2015"
"3827172248926043","3827166725241597","1791309477",NULL,"3827172248926043","3827172248926043","可见以前消费的都是什么人。。。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 13:27:12 +0800 2015"
"3827173427745262","3827166725241597","1922730641","3827172248926043","3827173427745262","3827173427745262","回复@刘波的blog:官太太","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 13:31:53 +0800 2015"
"3827173461327522","3827160647398914","1906280275",NULL,"3827173461327522","3827173461327522","工商界的团团伙伙？[挖鼻屎]","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 13:32:01 +0800 2015"
"3827174404587189","3827166725241597","3955274492",NULL,"3827174404587189","3827174404587189","傻子被你们骗多了也变精了.","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 13:35:46 +0800 2015"
"3827177143791858","3827166725241597","1274418802",NULL,"3827177143791858","3827177143791858","把消费拉回来","<a href=""http://app.weibo.com/t/feed/4y9rz1"" rel=""nofollow"">魅族 MX4 Pro</a>","Thu Apr 02 13:46:39 +0800 2015"
"3827177227222118","3827160647398914","1918267404",NULL,"3827177227222118","3827177227222118","呵呵呵呵呵","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 13:46:59 +0800 2015"
"3827178318317845","3827166725241597","1782480265",NULL,"3827178318317845","3827178318317845","大部分官猿家属","<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">小米手机2S</a>","Thu Apr 02 13:51:19 +0800 2015"
"3827182285740292","3827166725241597","1727306152",NULL,"3827182285740292","3827182285740292","什么措施啊？","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 14:07:05 +0800 2015"
"3827186316609253","3827166725241597","1949618063",NULL,"3827186316609253","3827186316609253","官太太，官二奶，官二代，官二代的太太，官二代的二奶，etc。。。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 14:23:06 +0800 2015"
"3827187604438949","3827160647398914","1752630571",NULL,"3827187604438949","3827187604438949","还是关注我的每日新鲜资讯吧~","<a href=""http://app.weibo.com/t/feed/158TxN"" rel=""nofollow"">荣耀3X畅玩版</a>","Thu Apr 02 14:28:13 +0800 2015"
"3827189747118322","3827166725241597","3163795463",NULL,"3827189747118322","3827189747118322","少买点，也支持一下中国经济","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 14:36:44 +0800 2015"
"3827200132474394","3827166725241597","2010948213",NULL,"3827200132474394","3827200132474394","官商出现了问题？","<a href=""http://app.weibo.com/t/feed/5dtGzh"" rel=""nofollow"">魅族 MX</a>","Thu Apr 02 15:18:00 +0800 2015"
"3827214715866813","3827160647398914","2207428077","3827162778064353","3827214715866813","3827214715866813","回复@朱泽琰:嗯，成功傍上阿里系大树！","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 16:15:57 +0800 2015"
"3827222924148526","3827160647398914","1721416011",NULL,"3827222924148526","3827222924148526","其实就是类似中欧，长江商学院的翻版，只是换了名字而已，不过马老板的最终目的不是办大学，而是建立一个氛围很好的智囊团。","<a href=""http://weibo.com/"" rel=""nofollow"">助人Hugo-iPhone 6 Plus</a>","Thu Apr 02 16:48:34 +0800 2015"
"3827254247667801","3827254091703924","5572636649",NULL,"3827254247667801","3827254247667801","我也是[泪]","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Thu Apr 02 18:53:02 +0800 2015"
"3827254301624760","3827254091703924","5578053576",NULL,"3827254301624760","3827254301624760","我上学的时候都不写[可爱]","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 18:53:15 +0800 2015"
"3827254369036986","3827254091703924","5544603812",NULL,"3827254369036986","3827254369036986","抄","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 18:53:31 +0800 2015"
"3827254432106567","3827254091703924","5561960880",NULL,"3827254432106567","3827254432106567","写呗！我的作业也没有写没","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 18:53:46 +0800 2015"
"3827254494387510","3827254091703924","5578548852",NULL,"3827254494387510","3827254494387510","那就加油写啊","<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">小米手机</a>","Thu Apr 02 18:54:01 +0800 2015"
"3827254499170263","3827254091703924","5546595142",NULL,"3827254499170263","3827254499170263","凉拌","<a href=""http://app.weibo.com/t/feed/5Vn5w4"" rel=""nofollow"">红米Note</a>","Thu Apr 02 18:54:02 +0800 2015"
"3827254717564468","3827254091703924","5534587092",NULL,"3827254717564468","3827254717564468","什么节奏，[吃惊]","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Thu Apr 02 18:54:54 +0800 2015"
"3827254746685982","3827254091703924","2495153210",NULL,"3827254746685982","3827254746685982","呵呵，不怎么办，好孩子也可以淘一回","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 18:55:00 +0800 2015"
"3827254755081099","3827254091703924","5537664614",NULL,"3827254755081099","3827254755081099","接着写，我一会儿也要写作业！","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 18:55:02 +0800 2015"
"3827254868064992","3827254091703924","5534587092",NULL,"3827254868064992","3827254868064992","请问你叫啥名字[哈哈]","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Thu Apr 02 18:55:30 +0800 2015"
"3827254905846984","3827254091703924","5517436489",NULL,"3827254905846984","3827254905846984","[doge][doge] ? ? ? ? ? ❤ ❤ ❤ ❤ ❤","<a href=""http://app.weibo.com/t/feed/4Vdgl4"" rel=""nofollow"">小米手机4</a>","Thu Apr 02 18:55:39 +0800 2015"
"3827255329559794","3827254091703924","5534587092",NULL,"3827255329559794","3827255329559794","[晕][晕][晕]","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Thu Apr 02 18:57:19 +0800 2015"
"3827255429790318","3827254091703924","5055925936",NULL,"3827255429790318","3827255429790318","让老师帮你写","<a href=""http://app.weibo.com/t/feed/3Q8yH0"" rel=""nofollow"">华为Ascend P6</a>","Thu Apr 02 18:57:44 +0800 2015"
"3827256792784258","3827256617065240","5563700191",NULL,"3827256792784258","3827256792784258","呵呵","<a href=""http://weibo.com/"" rel=""nofollow"">小米</a>","Thu Apr 02 19:03:09 +0800 2015"
"3827256792978043","3827254091703924","5557101958",NULL,"3827256792978043","3827256792978043","真的很喜欢自拍啊你","<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 6 Plus</a>","Thu Apr 02 19:03:09 +0800 2015"
"3827256898483839","3827256617065240","5354199316",NULL,"3827256898483839","3827256898483839","[怒骂]讨厌你玩音乐。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:03:33 +0800 2015"
"3827256910427729","3827256617065240","5365873306",NULL,"3827256910427729","3827256910427729","我和你的情况一模一样[泪][泪]","<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>","Thu Apr 02 19:03:36 +0800 2015"
"3827257049262773","3827256617065240","5518676054",NULL,"3827257049262773","3827257049262773","树洞哥，自己感兴趣的就要去追求，别人拦不住你的","<a href=""http://app.weibo.com/t/feed/4BB1vC"" rel=""nofollow"">小米手机2A</a>","Thu Apr 02 19:04:09 +0800 2015"
"3827257074539814","3827256617065240","5576263120",NULL,"3827257074539814","3827257074539814","来个证明给你爸妈看她们会同意的","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:04:15 +0800 2015"
"3827257124912937","3827256617065240","5484982787",NULL,"3827257124912937","3827257124912937","被迫学不喜欢乐器想放弃却说花了太多钱不让停的路过","<a href=""http://app.weibo.com/t/feed/15mWgo"" rel=""nofollow"">新浪微博4G版</a>","Thu Apr 02 19:04:27 +0800 2015"
"3827257141706045","3827256617065240","2881849017",NULL,"3827257141706045","3827257141706045","如果觉得吉他能够学到能靠它生活甚至能实现梦想的话，那就试试吧。没有这样的决心还是放弃吧。","<a href=""http://app.weibo.com/t/feed/qsbvs"" rel=""nofollow"">手机微博触屏版</a>","Thu Apr 02 19:04:32 +0800 2015"
"3827257158498676","3827256617065240","5520785282",NULL,"3827257158498676","3827257158498676","我就想问问怎么发信息。。私信树洞，为毛我的信息还没有发表","<a href=""http://app.weibo.com/t/feed/6TpDdV"" rel=""nofollow"">OPPO Finder</a>","Thu Apr 02 19:04:36 +0800 2015"
"3827257178689992","3827256617065240","5468380804",NULL,"3827257178689992","3827257178689992","偷着学[耶]","<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>","Thu Apr 02 19:04:41 +0800 2015"
"3827257497480973","3827256617065240","5468380804",NULL,"3827257497480973","3827257497480973","你的路最终是你的，旁人帮不了什么，只有自己帮自己","<a href=""http://app.weibo.com/t/feed/99GpJ"" rel=""nofollow"">华为Ascend Mate7</a>","Thu Apr 02 19:05:56 +0800 2015"
"3827257980442842","3827256617065240","5566189045",NULL,"3827257980442842","3827257980442842","学习也要劳逸结合嘛，何况如果是自己爱好的可以坚持让她同意嘛，我觉得弹吉他没什么不好，能使心情变得平静，愉悦！","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:07:51 +0800 2015"
"3827257980514344","3827257874997751","5578280218",NULL,"3827257980514344","3827257980514344","为什么","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:07:51 +0800 2015"
"3827258047173465","3827256617065240","5469569690",NULL,"3827258047173465","3827258047173465","母命難為，但還是要堅持自己的夢想","<a href=""http://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo智能手机</a>","Thu Apr 02 19:08:08 +0800 2015"
"3827258269909646","3827257874997751","5354199316",NULL,"3827258269909646","3827258269909646","[泪]流泪满面。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:09:00 +0800 2015"
"3827258315630305","3827256617065240","5558820043",NULL,"3827258315630305","3827258315630305","她唠叨你是爱子心切，为了你好，多理解理解妈妈","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:09:12 +0800 2015"
"3827258395853728","3827257874997751","5578935385",NULL,"3827258395853728","3827258395853728","怎么这样呀","<a href=""http://app.weibo.com/t/feed/503Oti"" rel=""nofollow"">魅族 MX4</a>","Thu Apr 02 19:09:31 +0800 2015"
"3827258412321725","3827256617065240","5556293978",NULL,"3827258412321725","3827258412321725","对,我也是!","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:09:35 +0800 2015"
"3827258467217771","3827256617065240","3240277104",NULL,"3827258467217771","3827258467217771","真是可怜的娃，你要是我的孩子，绝对让你去学，因为我很想让女儿去学些东西，可是他不肯[汗]","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:09:48 +0800 2015"
"3827258881708869","3827257874997751","5370377358",NULL,"3827258881708869","3827258881708869","和我一样呀，，，加油！！！","<a href=""http://app.weibo.com/t/feed/fkoop"" rel=""nofollow"">红米4G</a>","Thu Apr 02 19:11:27 +0800 2015"
"3827258903284261","3827256617065240","5523585159",NULL,"3827258903284261","3827258903284261","现在努力，以后不后悔就好。。。。做自己觉得对的就行了","<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>","Thu Apr 02 19:11:32 +0800 2015"
"3827259159041466","3827257874997751","5468862085",NULL,"3827259159041466","3827259159041466","感情强求不得是看缘分的","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:12:32 +0800 2015"
"3827259221670288","3827256617065240","5577146515",NULL,"3827259221670288","3827259221670288","做自己想做的！","<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">红米手机</a>","Thu Apr 02 19:12:48 +0800 2015"
"3827259381593091","3827256617065240","5332686570",NULL,"3827259381593091","3827259381593091","坚持自己想做的。","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 19:13:26 +0800 2015"
"3827259502710883","3827257874997751","5483868054",NULL,"3827259502710883","3827259502710883","干嘛这么多愁善感的、","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 19:13:55 +0800 2015"
"3827259695865986","3827254091703924","5556293978",NULL,"3827259695865986","3827259695865986","就这么办。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:14:41 +0800 2015"
"3827259784067025","3827254091703924","5492478768",NULL,"3827259784067025","3827259784067025","我帮你写","<a href=""http://app.weibo.com/t/feed/5RqS5c"" rel=""nofollow"">魅蓝手机</a>","Thu Apr 02 19:15:02 +0800 2015"
"3827260400629143","3827257874997751","5484493770",NULL,"3827260400629143","3827260400629143","突然感觉平行线也是好的,至少可以一直平行的走下去，相交线在相交之后却朝不同的方向越走越远","<a href=""http://app.weibo.com/t/feed/2Do2XW"" rel=""nofollow"">联想智能手机客户端</a>","Thu Apr 02 19:17:29 +0800 2015"
"3827260484278248","3827256617065240","5578238757",NULL,"3827260484278248","3827260484278248","你怎么那么多时间玩微博","<a href=""http://app.weibo.com/t/feed/5RqS5c"" rel=""nofollow"">魅蓝手机</a>","Thu Apr 02 19:17:49 +0800 2015"
"3827260505574541","3827260395707436","5406056380",NULL,"3827260505574541","3827260505574541","啥秘密 ","<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>","Thu Apr 02 19:17:54 +0800 2015"
"3827260555645834","3827260395707436","5354199316",NULL,"3827260555645834","3827260555645834","[怒骂]你他妈的。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:18:06 +0800 2015"
"3827261017148814","3827260395707436","5578538974",NULL,"3827261017148814","3827261017148814","什么秘密","<a href=""http://app.weibo.com/t/feed/e0WUS"" rel=""nofollow"">微博桌面</a>","Thu Apr 02 19:19:54 +0800 2015"
"3827261038182660","3827260395707436","5543001704",NULL,"3827261038182660","3827261038182660","傻逼吗","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:20:01 +0800 2015"
"3827261164123552","3827261046578526","3189732502",NULL,"3827261164123552","3827261164123552","托妞呢？","<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>","Thu Apr 02 19:20:31 +0800 2015"
"3827261168017318","3827257874997751","5091300092",NULL,"3827261168017318","3827261168017318","我也","<a href=""http://app.weibo.com/t/feed/5yiHuw"" rel=""nofollow"">iPhone 6 Plus</a>","Thu Apr 02 19:20:32 +0800 2015"
"3827261213860984","3827260395707436","2881550732",NULL,"3827261213860984","3827261213860984","混蛋!","<a href=""http://weibo.com/"" rel=""nofollow"">小米</a>","Thu Apr 02 19:20:43 +0800 2015"
"3827261302389503","3827261046578526","2239870064",NULL,"3827261302389503","3827261302389503","我是来看有没有T9的","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 19:21:04 +0800 2015"
"3827261389835068","3827254091703924","5545051994",NULL,"3827261389835068","3827261389835068","我帮你写","<a href=""http://app.weibo.com/t/feed/fkoop"" rel=""nofollow"">红米4G</a>","Thu Apr 02 19:21:25 +0800 2015"
"3827261390035373","3827254091703924","2881550732",NULL,"3827261390035373","3827261390035373","作业没写完还有心情有时间来这里发微博也是醉了，","<a href=""http://weibo.com/"" rel=""nofollow"">小米</a>","Thu Apr 02 19:21:25 +0800 2015"
"3827261474193462","3827261046578526","5504112908",NULL,"3827261474193462","3827261474193462","费迪南 欧版球衣 关注@GEEK球衣2号","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:21:45 +0800 2015"
"3827261486311305","3827256617065240","5556003457",NULL,"3827261486311305","3827261486311305","要努力，父母都是为了你好","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:21:47 +0800 2015"
"3827261562658524","3827260395707436","3949683027",NULL,"3827261562658524","3827261562658524","额。。。。。。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:22:06 +0800 2015"
"3827261566855430","3827256617065240","2258816454",NULL,"3827261566855430","3827261566855430","青春连自己想做事事都不能吗？你做不到吗？","<a href=""http://app.weibo.com/t/feed/14amah"" rel=""nofollow"">HTC</a>","Thu Apr 02 19:22:07 +0800 2015"
"3827261621131777","3827261046578526","2136852643",NULL,"3827261621131777","3827261621131777","以弟媳跟伊布的能力打包4500还叫高价？[怒骂][怒骂]","<a href=""http://app.weibo.com/t/feed/fkoop"" rel=""nofollow"">红米4G</a>","Thu Apr 02 19:22:20 +0800 2015"
"3827261670875294","3827261046578526","1728897077",NULL,"3827261670875294","3827261670875294","那个伟大的右后卫托雷斯呢？小编怎么搞得？还想不想干了？[挖鼻屎]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:22:32 +0800 2015"
"3827261810073906","3827261046578526","2511650197",NULL,"3827261810073906","3827261810073906","回复@铁尺金不换诚实可靠小郎君:打包是7000吧","<a href=""http://weibo.com/"" rel=""nofollow"">iPhone</a>","Thu Apr 02 19:23:05 +0800 2015"
"3827261838660516","3827261658492222","5055925936",NULL,"3827261838660516","3827261838660516","没事挺住","<a href=""http://app.weibo.com/t/feed/3Q8yH0"" rel=""nofollow"">华为Ascend P6</a>","Thu Apr 02 19:23:12 +0800 2015"
"3827261864343592","3827256617065240","2747114721",NULL,"3827261864343592","3827261864343592","应该让你家长看看文艺节目一类的节目  满足自己才会有好成绩  争取得到同意吧","<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO智能手机</a>","Thu Apr 02 19:23:18 +0800 2015"
"3827261965132508","3827261658492222","5574412552",NULL,"3827261965132508","3827261965132508","加油加油","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>","Thu Apr 02 19:23:41 +0800 2015"
"3827262015213480","3827261046578526","1922069313",NULL,"3827262015213480","3827262015213480","乍一看- -弟媳有一点像艾尔克森啊","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:23:54 +0800 2015"
"3827262019413158","3827261658492222","5354199316",NULL,"3827262019413158","3827262019413158","没事挺着","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:23:55 +0800 2015"
"3827262086144134","3827261658492222","2006097383",NULL,"3827262086144134","3827262086144134","[给力]","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>","Thu Apr 02 19:24:11 +0800 2015"
"3827262115973884","3827261658492222","5568984672",NULL,"3827262115973884","3827262115973884","加油，总会好的！","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:24:18 +0800 2015"
"3827262136681389","3827261658492222","5055925936",NULL,"3827262136681389","3827262136681389","好","<a href=""http://app.weibo.com/t/feed/3Q8yH0"" rel=""nofollow"">华为Ascend P6</a>","Thu Apr 02 19:24:23 +0800 2015"
"3827262233548561","3827261046578526","1651498372",NULL,"3827262233548561","3827262233548561","拉莫斯2700也算挺高吧","<a href=""http://weibo.com/"" rel=""nofollow"">iPhone 6</a>","Thu Apr 02 19:24:46 +0800 2015"
"3827262258440759","3827261658492222","5557807484",NULL,"3827262258440759","3827262258440759","一定要加油，你爸妈为你，为了你以后照顾你爸妈，必需要完成学业，加油。","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:24:52 +0800 2015"
"3827262309108513","3827261658492222","5575272244",NULL,"3827262309108513","3827262309108513","地主[怒]","<a href=""http://app.weibo.com/t/feed/158TxN"" rel=""nofollow"">荣耀3X畅玩版</a>","Thu Apr 02 19:25:03 +0800 2015"
"3827262325903687","3827260395707436","5520785282",NULL,"3827262325903687","3827262325903687","我也是","<a href=""http://app.weibo.com/t/feed/6TpDdV"" rel=""nofollow"">OPPO Finder</a>","Thu Apr 02 19:25:08 +0800 2015"
"3827262359487738","3827261658492222","5189073086",NULL,"3827262359487738","3827262359487738","加油","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android客户端</a>","Thu Apr 02 19:25:16 +0800 2015"
"3827262460234975","3827261046578526","2622003213",NULL,"3827262460234975","3827262460234975","我还以为有托妞呢[抠鼻屎][抠鼻屎][抠鼻屎]","<a href=""http://app.weibo.com/t/feed/3o33sO"" rel=""nofollow"">iPhone 6</a>","Thu Apr 02 19:25:40 +0800 2015"
