,sid,screen_name,retweetOfId,text,source,create_at,reposts_count,comments_count,attitude_count,bmiddle_pic,UC,DD
13,3828628020334050,大逗比水灵灵哈,,那件好看咩,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Mon Apr 06 13:51:55 +0800 2015,0,0,0,http://ww1.sinaimg.cn/bmiddle/005ZO7EQjw1eqvsyouii1j30dc0hsmz5.jpg,1,14
14,3828696206556450,Evan734,,还在对着帅哥美女流口水？来#对面#吧，我刚在广场和模特美眉聊完天，等会去抛绣球邂逅有缘分的妹子，还有帮会的帅哥可以勾搭！下载猛戳：：http://t.cn/RZMjJSk,"<a href=""http://app.weibo.com/t/feed/3mqXpx"" rel=""nofollow"">对面</a>",Mon Apr 06 18:22:51 +0800 2015,0,0,0,http://ww3.sinaimg.cn/bmiddle/62d01caajw1eqw0sos2mij208118g404.jpg,2,15
15,3828780626017190,一只睡不醒的娜小喵er,,给你一个“交换秘密”的机会，你会和对方说些什么？你不知道TA是谁，也不知道TA在哪儿，但却可以放下防备，真正的去诉说、去聆听。@比邻官博 http://t.cn/asxJNh http://t.cn/R7Iy4dt,"<a href=""http://app.weibo.com/t/feed/3okPtk"" rel=""nofollow"">比邻丨BiLin</a>",Mon Apr 06 23:58:18 +0800 2015,0,0,0,http://ww2.sinaimg.cn/bmiddle/85afbb5ejw1eqwahqew0gj20fa0b4t95.jpg,2,16
16,3829097685587980,心若无尘yya,,#运动就是坚持#,"<a href=""http://app.weibo.com/t/feed/6QdVQY"" rel=""nofollow"">微博运动</a>",Tue Apr 07 20:58:12 +0800 2015,0,0,0,http://ww2.sinaimg.cn/bmiddle/7127e47fjw1eqxawml8s5j20hs0vktah.jpg,3,17
17,3829114522069720,治愈m,,好美啊～真心觉得她是我们学校校花[爱你],"<a href=""http://app.weibo.com/t/feed/3G5oUM"" rel=""nofollow"">iPhone 5s</a>",Tue Apr 07 22:05:06 +0800 2015,0,0,4,http://ww2.sinaimg.cn/bmiddle/0060I2zFjw1eqxcu0jfeqj30tm18g7i6.jpg,3,18
18,3829120284677270,艾山2008,,发表了博文《ISO9001标准变化系列讨论之一：质量管理原则的新变化》一、概述2012年6月，为了规划ISO9001标准的发展计划，ISO/TC176/SC2/WG24在西班牙毕尔包召开的ISO900http://t.cn/RAxBXbY,"<a href=""http://app.weibo.com/t/feed/2Bvk1e"" rel=""nofollow"">新浪博客</a>",Tue Apr 07 22:28:00 +0800 2015,0,0,0,,2,19
19,3829125150655830,英国病人shuo,,"每夜看集泰劇《不一樣的美男》，室友姑娘總說：""難怪妖魔鬼怪的聲音頗多""，我瞥了她一眼："" こんばんは 也很多哦""  唉～รถการพูด(車塞卡)","<a href=""http://weibo.com/"" rel=""nofollow"">三星GALAXY S4</a>",Tue Apr 07 22:47:20 +0800 2015,0,0,3,,2,20
20,3829125523010360,艾山2008,,发表了博文《ISO9001:2015在文件控制和记录控制方面的变化》国际标准化组织的质量管理和质量保证技术委员会ISO/TC176ISO于2013年6月发布9001:2015CD（草案稿）稿。2014http://t.cn/RAxr151,"<a href=""http://app.weibo.com/t/feed/2Bvk1e"" rel=""nofollow"">新浪博客</a>",Tue Apr 07 22:48:49 +0800 2015,0,0,0,,2,21
21,3829129479068910,林小丫找自己,,大鸡排第一天[鼓掌][鼓掌]裹粉小妹蹬个高跟鞋，站了一天。脚板都掰不直了[打哈气]感觉又回到了当年的火星[挤眼]只是人面桃花呀[微风][微风]明天继续怀挺！,"<a href=""http://app.weibo.com/t/feed/5gA59F"" rel=""nofollow"">小米手机3</a>",Tue Apr 07 23:04:32 +0800 2015,0,0,2,http://ww4.sinaimg.cn/bmiddle/7ce49ab3jw1eqxehigmcyj20u01hcag6.jpg,1,22
22,3829140451427840,AI烂好人,,我使用粉丝头条推广了微博http://t.cn/RAxDZOw，阅读数是近期所发微博平均阅读数的6.8倍，效果翻倍、红极一时，这次推广算得上【炙手可热】,"<a href=""http://app.weibo.com/t/feed/6bBDLA"" rel=""nofollow"">粉丝头条</a>",Tue Apr 07 23:48:08 +0800 2015,0,0,1,http://ww1.sinaimg.cn/bmiddle/e540a817jw1eqxftfziotj20c80b4gmx.jpg,2,23
23,3829148965471330,AI烂好人,,"真厉害哇,粉丝一天多了几千个诶,想知道是什么独门秘笈么?赶快加入粉丝堂吧！ http://t.cn/RAxkuVV","<a href=""http://app.weibo.com/t/feed/ene9H"" rel=""nofollow"">恋上你的车</a>",Wed Apr 08 00:21:58 +0800 2015,0,0,0,http://ww4.sinaimg.cn/bmiddle/e540a817jw1eqxgsn4heyj206d08ct8x.jpg,2,24
24,3829149078795290,AI烂好人,,"#恋上你的车# 我的私家车 雅阁 还有空座,大家快来搭车,晚了可就没座了哦!点此搭车 http://t.cn/RAxk3Jr","<a href=""http://app.weibo.com/t/feed/ene9H"" rel=""nofollow"">恋上你的车</a>",Wed Apr 08 00:22:21 +0800 2015,0,0,1,http://ww1.sinaimg.cn/bmiddle/e540a817jw1eqxgt3xnq4g205n0320sp.gif,2,25
25,3829149141748930,AI烂好人,,"我有驾驶证了,大家快来搭我的车吧!#恋上你的车# http://t.cn/zOfVKbE","<a href=""http://app.weibo.com/t/feed/ene9H"" rel=""nofollow"">恋上你的车</a>",Wed Apr 08 00:22:39 +0800 2015,0,0,1,http://ww1.sinaimg.cn/bmiddle/e540a817jw1eqxgtd3b0cj20dw08s3z4.jpg,2,26
26,3829310047589470,要原珍西门,,[dada秧歌]看见女客裸浴怎么办？99%的人都会答错，我来告诉你正确答案~~╰[dada秧歌]繁华三千，看淡即是浮云；烦恼无数，想开就是晴天。 ,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 11:02:03 +0800 2015,0,0,0,http://ww1.sinaimg.cn/bmiddle/005XlTJOgw1epf7kdcrndj30c60y80v8.jpg,3,27
27,3829332948476110,要原珍西门,,"[拜拜][失望]【你花心吗？】 你是一个花心的人吗？来测测看吧,很准的哦！,编辑发送“花心”可获取题材。情话君在这等你哟～→[拍手]不想做烦琐的事，只想做繁荣的事。其实人生没有迷茫，有的只是对自己的高估。","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 12:33:03 +0800 2015,0,0,0,http://ww2.sinaimg.cn/bmiddle/005XkytOgw1epfrorcgtqj309r1peaet.jpg,3,28
28,3829343518536260,要原珍西门,,"[蛇年快乐][被电][被电]【你会和谁结婚】 很准哦（测试如图）,有些人,你是留不住的。不是配不上,而是他的心里压根没有你。谈恋爱看的根本不是你有多好な[话筒][复活节]可不可以和我约定 就算忙碌就算焦虑 也要在空闲之余说一声我想你 就算疲惫就算郁闷 也要在临睡的时候道一声晚安 ","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 13:15:03 +0800 2015,0,0,0,http://ww1.sinaimg.cn/bmiddle/005XkytOgw1epfpagd4o8j309s0sagp6.jpg,3,29
29,3829354087975820,要原珍西门,,[拍砖]准的恐怖！你敢做这七道题吗？︴[喝多了]爱情那就是一潭挣扎的蓝藻，如同是一阵凄伟的风，穿过我失血的经脉，驻守在岁月的信念。也许是所有的初恋都是一样的，它只是为后来的恋爱做一个序幕而已。可是到后来你才发现，你如果再想爱上一个人，是这样难这样难。 ,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Wed Apr 08 13:57:03 +0800 2015,0,0,0,http://ww2.sinaimg.cn/bmiddle/005XkytOgw1epfpaf72faj30c621qq8w.jpg,3,30
30,3827152405691690,网路冷眼,,"#冷眼读图# Fire Cave . . . Lake Baikal, Russia . . . Photographed by CoolBieRe [1600 x 1068] [OS]http://t.cn/RAtpydO","<a href=""http://app.weibo.com/t/feed/2o92Kh"" rel=""nofollow"">vivo_X5Max</a>",Thu Apr 02 12:08:21 +0800 2015,0,1,1,http://ww3.sinaimg.cn/bmiddle/663aa05ajw1eqr3hs4ctkj218g0todxn.jpg,0,31
31,3827160647398910,投资界微博,,【湖畔大学完整名单出炉：汽车之家秦致、俏江南汪小菲、优米网王利芬等拜师马云】湖畔大学首期学员最终名单是36名：在这份名单中出现的均为国内知名企业家或创业者，他们在各自领域都做出了非常大的贡献。本文选了几个比较熟识的学员，来给大家介绍一下。http://t.cn/RAtJyuY,"<a href=""http://app.weibo.com/t/feed/BbsPZ"" rel=""nofollow"">投资界</a>",Thu Apr 02 12:41:05 +0800 2015,12,13,5,http://ww2.sinaimg.cn/bmiddle/69c94e53jw1eqr4fv03gzj20ds0ieabh.jpg,0,32
32,3827166725241600,新浪财经,,【中国顾客在巴黎老佛爷商店平均消费跌幅明显】据法国媒体报道，巴黎老佛爷百货在赴法旅游中国游客中极具知名度，但最近却传出消息称，受中国政府相关措施影响，中国顾客的人数虽然没有减少，但平均消费额却出现下跌，幅度超过25%。http://t.cn/RAtMNop,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 02 13:05:14 +0800 2015,9,22,26,,0,33
33,3827254091703920,微博树洞,,树洞君~作业没写完怎么办,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 18:52:25 +0800 2015,4,25,45,,1,34
34,3827256617065240,微博树洞,,最近成绩很不理想，自己很努力，可还是上不去，怎么办，妈妈总唠叨我，好想哭~我都不知道怎么和她说，我一直以来有一个梦想，就是能学談吉他，家长说学吉他没用，不让我学，好伤心，看到同学都有自己喜欢的乐器，好羡慕……,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:02:26 +0800 2015,9,28,82,,1,35
35,3827257874997750,微博树洞,,我很想他，可再也不能和他联系了，我为他付出了真心。@东风济南,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:07:27 +0800 2015,7,13,59,,1,36
36,3827260395707440,微博树洞,,你把我的秘密吞了…吞了…吞了，你个混蛋！！！！,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:17:28 +0800 2015,1,9,44,,1,37
37,3827261046578530,搜达足球,,【老照片】那些卖出高身价的后卫们~ (Z),"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 02 19:20:03 +0800 2015,19,39,25,http://ww3.sinaimg.cn/bmiddle/4ffbcf0agw1eqrekg80ldj20b80fwmxn.jpg,0,38
38,3827261461899840,李郗若,,简直欺骗我单纯 说好的六点半看完电影呢 看到这个点 现在还去上毛线的课??,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone客户端</a>",Thu Apr 02 19:21:41 +0800 2015,0,1,3,http://ww2.sinaimg.cn/bmiddle/a9aab794jw1eqrg0ctm6dj20qo0qo43x.jpg,1,39
39,3827261658492220,微博树洞,,家里状况现在到了连最后一套房子都要卖掉的地步 而我在国外开销那么大。不影响学业去打工也换不来房租。,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:22:29 +0800 2015,11,37,50,,1,40
40,3827264179003960,微博树洞,,树洞君，如果两个人在一起，害怕对方抛弃你，算是真正的爱情吗？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:32:29 +0800 2015,9,24,40,,1,41
41,3827267953914920,微博树洞,,诶，就要开学了，怎么搞,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Thu Apr 02 19:47:30 +0800 2015,8,15,35,,1,42
42,3827268067552790,SINASNOOKER,,第1局，丁俊晖上手单杆拿下68分，最终开门红拿下这局，1-0领先威廉姆斯。,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Thu Apr 02 19:47:57 +0800 2015,0,1,12,,0,43
43,3827268378208630,切腹菌,,看着夕阳吃晚饭,"<a href=""http://app.weibo.com/t/feed/3KeSKP"" rel=""nofollow"">WeicoPro</a>",Thu Apr 02 19:49:11 +0800 2015,5,16,70,http://ww4.sinaimg.cn/bmiddle/8bbb9c8ejw1eqrgt8fwdlj21kw1kw7wh.jpg,0,44
44,3827466156139720,投资界微博,,【马云的手机梦：阿里云系统四处出击 为魅族圈定前三目标】马云为魅族圈定了国内手机市场前三的目标 ：苹果、小米、魅族。事实上，这已不是马云第一次在手机圈出谋划策，此前阿里在手机操作系统布局已久。http://t.cn/RAc9mva,"<a href=""http://app.weibo.com/t/feed/BbsPZ"" rel=""nofollow"">投资界</a>",Fri Apr 03 08:55:05 +0800 2015,6,7,10,http://ww1.sinaimg.cn/bmiddle/69c94e53jw1eqs3izyqhvj20dw09rq3e.jpg,0,45
45,3827469419493660,投资界微博,,【老兵迅雷，曲折之后走向转型路：路子跨的太大难也要做 再也经不起折腾】迅雷这位在互联网拓荒时期脱颖而出的草莽英雄影响力在逐渐衰弱，身上所打下的深厚的PC时代烙印也成了转型的障碍，英雄迟暮或许并不属于现在的迅雷，但却似乎就在不远的将来。http://t.cn/RAcCckX,"<a href=""http://app.weibo.com/t/feed/BbsPZ"" rel=""nofollow"">投资界</a>",Fri Apr 03 09:08:02 +0800 2015,0,1,4,http://ww1.sinaimg.cn/bmiddle/69c94e53jw1eqs3whux1nj20fk0asq3h.jpg,0,46
46,3827484887953790,第一财经日报,,"【核电公众认知待刷新,1颗脱落螺丝钉致1000万损失 】中国目前已经投入运营的核反应堆有24台，在建的有25台。这24台核反应堆为中国提供了2.4%的电力，这比世界平均水平的11%少了5倍。不过，它们有望在将来超过世界平均水平，这可以减少煤炭燃烧带来的大气污染。http://t.cn/RAclHn0","<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 10:09:30 +0800 2015,5,8,19,,0,47
47,3827508157960360,第一财经日报,,【一波多折，原定于2号晚间的窝窝团上市再延期 】北京时间4月2日下午，有窝窝团相关人士确认，窝窝团将在当天晚间登陆纳斯达克。但过了4月2日24点，此前预告的上市敲钟仪式并没有如期而至。窝窝团执行总裁吴建光表示，窝窝团上市将延期至美国东部时间下午。http://t.cn/RAcRHJv,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 11:41:59 +0800 2015,1,2,9,http://ww1.sinaimg.cn/bmiddle/72da4f13gw1eqs8cmu4efj20dw0cyjtn.jpg,0,48
48,3827546459788160,微博树洞,,其实我是男的[偷笑][偷笑],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:14:11 +0800 2015,4,28,61,,1,49
49,3827547718162860,微博树洞,,你知道吗爱你我很幸福失去你我会很痛苦。陈～,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:19:11 +0800 2015,3,17,59,,1,50
50,3827548976536610,微博树洞,,我想做你的闺蜜，也就是你最好倾诉的朋友，知己，行吗？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:24:11 +0800 2015,4,28,71,,1,51
51,3827550453055930,微博树洞,,明天就见不到我爱的她了，心里很失落 ，我该怎么送她呢？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:30:03 +0800 2015,2,21,60,,1,52
52,3827551396546350,NBA,,#NBA精彩GIF# 请脑补一下斯波的心理历程。[doge],"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:33:48 +0800 2015,25,49,97,http://ww4.sinaimg.cn/bmiddle/7049c17bjw1eqsd9s9w5ng209q05gtst.gif,0,53
53,3827551711942420,虎扑篮球,,【詹姆斯在半场休息期间询问韦德伤情】骑士主场以114-88击败热火。 在比赛行至第二节还剩6分30秒时，热火队的德维恩-韦德左膝盖撞伤离场。 在中场休息阶段，勒布朗-詹姆斯特地向球队的医疗组成员询问了韦德的伤情，并被告知是左膝挫伤。詹姆斯表示：“当我们还是队友时，他就经历了很多这个。”,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 14:35:03 +0800 2015,28,39,88,http://ww4.sinaimg.cn/bmiddle/61e36371jw1eqsccs1qnmj20hd09cdhv.jpg,0,54
54,3827551715627870,微博树洞,,好想和我的女神在一起，但是她比我大了一些。毕竟是女神。我要一直喜欢下去你放心。我一定不会放弃,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:35:04 +0800 2015,3,20,93,,1,55
55,3827552973709010,微博树洞,,树洞，我的二宝马上就要结婚了[呵呵]，祝福她…,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:40:04 +0800 2015,2,5,81,,1,56
56,3827553968169370,CCTV5,,【一起看斯诺克中国公开赛！】CCTV5正在直播斯诺克中国公开赛：塞尔比-米尔金斯；谁能挺进四强？锁定CCTV5!,"<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>",Fri Apr 03 14:44:00 +0800 2015,3,23,34,http://ww3.sinaimg.cn/bmiddle/b2664ecdjw1eqsdlvdldcj20go0b30ta.jpg,1,57
57,3827554236311980,微博树洞,,我恨你陈嘉琳[怒][怒],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:45:05 +0800 2015,3,20,55,,1,58
58,3827555494387070,微博树洞,,树洞君，我想去纹身打耳洞了。反正已经做好随时会挂掉的准备了，唯一的愿望就是再见他一面。,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:50:05 +0800 2015,5,16,58,,1,59
59,3827556756955180,微博树洞,,真的好累啊，天天都这样。,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 14:55:06 +0800 2015,2,12,44,,1,60
60,3827557944382780,CCTV5,,【深山里的“奥运会”】在人生的旅途中，也许你曾到过很多地方，但你也许没有机会在这个小站上停留。作为运动员，也许你曾参加过世界上最顶级的比赛，但你知道深山里也有“奥运会”吗?4月24日，“CCTV体坛风云人物”将奔赴巴山，感受大山深处的体育热情。体育界的小伙伴，如果你愿意，同去！同去！,"<a href=""http://app.weibo.com/t/feed/1tqBja"" rel=""nofollow"">360安全浏览器</a>",Fri Apr 03 14:59:49 +0800 2015,4,7,30,http://ww4.sinaimg.cn/bmiddle/b2664ecdjw1eqse1xp8jbj20hs0dgq95.jpg,1,61
61,3827558015065360,微博树洞,,我要努力了，高考。[爱你],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:00:06 +0800 2015,2,33,129,,1,62
62,3827559261296570,虎扑篮球,,【卡莱尔：哈登和威少的传球都被低估了】连续面对本赛季两位最好的得分手威斯布鲁克和哈登，小牛主帅卡莱尔也注意到了他们的相似之处，卡莱尔说：“他们是出色的得分手，不过他们也都是被低估的传球者。威斯布鲁克的传球更好了，哈登几年来都很棒，他没有获得该有的尊重，即使大家都知道他很棒。”,"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:05:03 +0800 2015,9,37,45,http://ww1.sinaimg.cn/bmiddle/61e36371jw1eqsdgr083dj20gz08qgnl.jpg,0,63
63,3827559277939050,微博树洞,,树洞树洞 我爱凌希 她是个YY主播 我不知道她想找什么样的人来陪她走完这一辈子 要等到我赚钱比她多的时候 才能养的起她吧,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:05:07 +0800 2015,3,22,40,,1,64
64,3827560536314800,微博树洞,,钟同学欢迎你重新回到我的世界[鼓掌][鼓掌][鼓掌],"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:10:07 +0800 2015,1,6,50,,1,65
65,3827561798621930,微博树洞,,凉心暖男在哪里啊？？？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:15:07 +0800 2015,4,16,39,,1,66
66,3827566835730330,微博树洞,,忽然好讨厌一个人啊！怎么办？？,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:35:09 +0800 2015,3,38,57,,1,67
67,3827568015159640,搜达足球,,【冈田武史】曾执教日本国家队、杭州绿城的冈田武史目前是《实况足球2015》“日本队主教练”[doge]近日冈田武史率日本队战胜了德国队。(X),"<a href=""http://weibo.com/"" rel=""nofollow"">微博 weibo.com</a>",Fri Apr 03 15:39:50 +0800 2015,2,16,12,http://ww4.sinaimg.cn/bmiddle/4ffbcf0agw1eqsf7g6oq1j20dw09n3zs.jpg,0,68
68,3827568098295320,微博树洞,,LGH我不会再喜欢你了、祝你幸福吧、,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:40:10 +0800 2015,7,13,74,,1,69
69,3827569356731620,微博树洞,,弟辉，我想和你在一起,"<a href=""http://app.weibo.com/t/feed/3722nD"" rel=""nofollow"">微博树洞</a>",Fri Apr 03 15:45:10 +0800 2015,6,14,54,,1,70
